"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Smox",0.335275536646066,-0.00417412835362541,0.09,0.107,1
"Ccl12",0.335720119686458,0.210071875931889,0.405,0.386,1
"Parp9",0.33615032455655,-0.105633045633598,0.101,0.119,1
"Ndufaf8",0.336457112020351,-0.0917995414357753,0.174,0.195,1
"Phf3",0.336480789258686,-0.0615331716643942,0.278,0.303,1
"Atl3",0.336546014722251,0.44350116056313,0.126,0.111,1
"Osm",0.336568188558468,-0.181438520327803,0.141,0.159,1
"Cript",0.336637896811404,0.271006144037046,0.187,0.169,1
"Cox6b1",0.336819081331125,-0.0153775374500906,0.802,0.797,1
"Mrps34",0.337144360922009,0.334373281688625,0.104,0.089,1
"Gtpbp2",0.337353359103479,0.287937324980129,0.141,0.123,1
"Ppp1r11",0.337377608658065,-0.156960010026074,0.242,0.264,1
"Arcn1",0.337467657862944,-0.00682589714620807,0.176,0.197,1
"Atp11b",0.338569970154582,-0.230713724960241,0.086,0.103,1
"Myadm",0.338769707072655,0.292096109507435,0.214,0.196,1
"Pgp",0.339146182151817,-0.0946238443232714,0.092,0.108,1
"Eef1g",0.339166205489249,0.194212780758001,0.511,0.509,1
"Itpkb",0.339240899473716,-0.109291949986837,0.115,0.134,1
"Il2ra",0.339426578121514,-0.402518302986864,0.097,0.114,1
"1700017B05Rik",0.339812079814321,-0.0994898680092375,0.108,0.127,1
"Tbc1d20",0.340708152146186,-0.0274522024049793,0.125,0.145,1
"Fh1",0.340833206834302,-0.195013112775655,0.093,0.109,1
"Uba52",0.340895823339724,-0.173421205855438,0.544,0.554,1
"Psma5",0.340932434815123,-0.01293257145365,0.233,0.259,1
"Zyx",0.341085659504385,0.315868582150799,0.187,0.166,1
"Tns1",0.341087350238455,-0.30658940979579,0.095,0.111,1
"Bptf",0.341565853100343,0.184175926081711,0.357,0.334,1
"Trafd1",0.341673930259046,-0.00405616704859135,0.172,0.197,1
"Rab3il1",0.341743665997175,0.24842143852016,0.324,0.312,1
"Mrps12",0.341968963141335,0.417357622932076,0.165,0.15,1
"Zfp280d",0.342410565392578,0.205053521198475,0.123,0.105,1
"Atp2a2",0.342413116406245,-0.029207560039326,0.209,0.231,1
"C1d",0.342603214284478,0.534749402571148,0.165,0.151,1
"Eif4g1",0.343066143472054,-0.123810654178104,0.247,0.273,1
"Dph3",0.343287849601615,0.391751075121613,0.165,0.149,1
"Isg15",0.343318482987392,-0.287630802374934,0.115,0.134,1
"Nrros",0.343432594925582,-0.091248201884446,0.209,0.234,1
"Csnk2b",0.343701108785767,-0.00396562082317453,0.168,0.191,1
"Ip6k1",0.344500821380353,-0.0902331165542105,0.093,0.109,1
"Myo5a",0.344738184985364,0.216452455510385,0.407,0.395,1
"Rer1",0.344816100063955,-0.0127269969936381,0.275,0.308,1
"Mgat4b",0.345004020906153,0.336209637269432,0.117,0.103,1
"Dyrk2",0.34538839956647,-0.0813307153904383,0.156,0.177,1
"Dcun1d5",0.345616543159458,0.148179159363176,0.229,0.205,1
"Ap3b1",0.346093721078556,0.30319239584262,0.192,0.174,1
"Usp16",0.346341584472637,-0.214742322658874,0.143,0.161,1
"Stk24",0.346832185587339,0.0356148679738015,0.112,0.13,1
"Mcee",0.346846858839727,0.670302148876762,0.148,0.134,1
"Aig1",0.346897578141676,-0.121970815397892,0.084,0.1,1
"Clpp",0.347083717872647,0.432115531508604,0.101,0.086,1
"Polr1d",0.347587071666614,0.141450623826719,0.366,0.349,1
"Ranbp9",0.347775360523707,0.0513431090899004,0.09,0.108,1
"Plin3",0.347872895019278,0.0957963039110059,0.101,0.12,1
"Ccl9",0.348980219384267,0.425370165434916,0.187,0.172,1
"Eif4g3",0.349081660575604,-0.13333560104867,0.255,0.281,1
"Aimp1",0.349105231909304,-0.152530414137676,0.242,0.264,1
"Rab4b",0.349183880574165,0.472426242868481,0.158,0.145,1
"Eid1",0.349453954114967,0.154365580690342,0.548,0.541,1
"AW112010",0.349501543218681,-0.156800847424947,0.31,0.343,1
"Usp48",0.350037012272618,0.00457320879526857,0.106,0.126,1
"Tmem30a",0.350280550613125,0.271223485634425,0.231,0.214,1
"Cdk12",0.350445955958522,0.18480287240412,0.242,0.222,1
"Ch25h",0.350714301659128,-0.394263693953205,0.128,0.146,1
"Eif3k",0.351077001329283,0.20488477483022,0.507,0.484,1
"Pum2",0.351718211505096,0.0214028771086322,0.216,0.243,1
"Eif4ebp1",0.352224444841608,-0.165628423479448,0.179,0.201,1
"Vps35",0.352457958145528,0.19440251468638,0.311,0.293,1
"Pin1",0.352475364210953,0.447929436633353,0.13,0.116,1
"Hspd1",0.352564696476885,-0.0626229098585469,0.311,0.335,1
"Ilk",0.352706601906073,-0.0977876290449899,0.198,0.222,1
"Raly",0.352964637664869,-0.155350375642399,0.238,0.261,1
"Plekhf2",0.353620113804639,-0.0594644823155495,0.115,0.132,1
"Prdx3",0.354280763401995,-0.0409131733720449,0.093,0.111,1
"Zwint",0.35436410535205,-0.0624008634531623,0.084,0.101,1
"Ctnnd1",0.354623605611253,-0.0701059837898868,0.205,0.228,1
"Tmem37",0.355310003389297,0.234995673764149,0.192,0.177,1
"Fam49b",0.355325382462603,-0.0557180726726996,0.456,0.497,1
"Stk40",0.355513227214424,-0.143156213090333,0.09,0.105,1
"Cops2",0.355726902286355,0.370610820345745,0.143,0.126,1
"Eif2ak2",0.356024390317469,0.324147251249996,0.181,0.165,1
"Abca9",0.356281319385117,0.143445588700031,0.295,0.274,1
"Mcrip1",0.35634543370514,0.418479004675389,0.216,0.204,1
"Tbrg1",0.356774847949658,0.276188904483053,0.179,0.162,1
"Tbc1d9",0.356933850158724,-0.19332379652265,0.123,0.142,1
"Pdhb",0.35694151630966,-0.261874555606881,0.141,0.158,1
"Hipk2",0.357254090754823,0.301943830742449,0.167,0.15,1
"Rap2b",0.358171491775294,-0.0847964877928792,0.207,0.23,1
"Rbm42",0.358227971221608,0.404214956449296,0.167,0.153,1
"Rcor1",0.358559087898617,-0.120243144153703,0.115,0.134,1
"Ndufs6",0.358945990556835,0.290080144843857,0.253,0.234,1
"Bcl2a1b",0.359176143852895,0.0986075236569097,0.658,0.676,1
"Efcab14",0.359190694437351,-0.143652876536727,0.137,0.155,1
"Sap30",0.359245402449005,-0.118358748781465,0.192,0.214,1
"Chchd1",0.359308365793125,0.366568253234841,0.203,0.189,1
"Clip1",0.359694153105338,-0.105771365723484,0.198,0.222,1
"Tet2",0.359970916791583,-0.142576475685114,0.159,0.18,1
"Zfp326",0.360495493282587,-0.234854211414379,0.158,0.177,1
"Calr",0.360889663692543,-0.121038261326607,0.756,0.757,1
"Mdm2",0.361047569489993,0.0219814801126068,0.115,0.134,1
"Serf2",0.36115719690901,-0.0148674320936246,0.956,0.966,1
"Ssr1",0.361161731994221,0.321613665443619,0.238,0.223,1
"Cs",0.361526089454682,-0.116083405676523,0.095,0.112,1
"Cdc42se1",0.361783376273166,-0.0823339711095699,0.211,0.232,1
"Tcf12",0.362203132966926,-0.156132191289704,0.147,0.166,1
"Tbc1d9b",0.362257342930069,0.384214124172202,0.115,0.101,1
"Ndufa12",0.362381119251143,0.310542687483949,0.282,0.269,1
"Mrps18a",0.362631301450182,0.367149121478774,0.128,0.112,1
"Psmd10",0.362653824734221,0.493740385480412,0.114,0.1,1
"Add1",0.362815985146393,0.162305633008991,0.218,0.197,1
"Limd2",0.362942709857753,0.191896491499591,0.322,0.304,1
"Actg1",0.3629704731633,-0.0556151591499408,0.993,0.988,1
"Zswim6",0.363326595605325,-0.172671319395759,0.181,0.201,1
"Map2k3",0.363511574876403,-0.218179987511879,0.121,0.138,1
"Spred1",0.363893444902983,-0.0728425714495584,0.234,0.261,1
"Eny2",0.364900769394414,-0.0422016911559786,0.179,0.203,1
"Bms1",0.365157506472468,-0.205304113156827,0.121,0.138,1
"Dctn1",0.365194233063828,-0.270628830543635,0.152,0.172,1
"Ncoa3",0.365221055855681,-0.0206825157724632,0.22,0.246,1
"Trim47",0.366235097549476,0.0214981078458827,0.104,0.122,1
"Ptpn2",0.366439513432059,-0.123354043372411,0.099,0.116,1
"Taf15",0.366498632342103,0.00210661267214751,0.148,0.168,1
"mt-Nd5",0.366568438663686,-0.20447605865782,0.952,0.926,1
"Bscl2",0.366734983366967,-0.0748724241369823,0.134,0.153,1
"Ndufab1",0.367333575886193,0.192769228969604,0.28,0.262,1
"Hnrnpll",0.367886279951397,-0.0384133880692437,0.13,0.149,1
"Tln1",0.368142140649356,-0.0316124763623284,0.603,0.673,1
"Cmc1",0.368429681058146,0.20868735900981,0.148,0.132,1
"Ubr4",0.369144255587661,-0.0209940482415008,0.13,0.15,1
"Klf6",0.369170291194346,-0.0304342782751532,0.685,0.722,1
"Adap2",0.369227350880875,-0.0143280634875911,0.346,0.389,1
"Zfp148",0.369350085531427,0.201741037533217,0.205,0.188,1
"Snrnp200",0.369818887348075,-0.0748081355322853,0.147,0.166,1
"Eif3a",0.369898998822098,-0.0935474024788072,0.625,0.631,1
"Cpeb4",0.369936518506178,-0.480492321779044,0.121,0.135,1
"Bicd2",0.370164432348336,0.252996344508785,0.103,0.088,1
"Psmc4",0.370334968252351,0.363892614364796,0.158,0.142,1
"0610030E20Rik",0.370413346834636,0.267409616126615,0.108,0.093,1
"Gpx1",0.37102707303549,0.0830346233521206,0.811,0.812,1
"Bad",0.371416356533816,0.436568637271484,0.115,0.101,1
"Aoah",0.372294802775181,-0.229207151562033,0.115,0.132,1
"Rbm28",0.372554108221997,-0.196570677770352,0.137,0.154,1
"Zmym4",0.373055253897303,-0.14481775599013,0.108,0.126,1
"Hmgcr",0.373058189812202,0.100854431534312,0.114,0.099,1
"Vegfb",0.373706925361217,0.308521221075666,0.141,0.124,1
"Bcas2",0.374187658312772,0.274002718455588,0.236,0.218,1
"Ergic2",0.374549960456984,0.194981394848069,0.152,0.135,1
"Apobr",0.374803426814859,0.43223729166572,0.112,0.097,1
"Tifa",0.374964457395361,0.196576364653814,0.222,0.203,1
"Trp53",0.37498642091115,-0.104393952029369,0.159,0.18,1
"Rab10",0.375029132844149,0.047891323696713,0.306,0.339,1
"Rnh1",0.375151820238088,-0.0600408880974207,0.245,0.272,1
"Rab18",0.37529293591699,0.240763538936717,0.216,0.197,1
"Zmat5",0.375919298471531,0.308761523946306,0.136,0.12,1
"Atxn10",0.376269888394342,0.234159478283986,0.158,0.141,1
"Papola",0.376783728087691,0.0355309864234391,0.269,0.297,1
"Jade2",0.377050582882788,-0.127690488265343,0.095,0.109,1
"Trappc3",0.377276603433289,-0.0032578230323228,0.15,0.17,1
"Prdm1",0.377999874566873,-0.256233967651313,0.09,0.104,1
"Cxcl10",0.378404016695359,-0.284514163370558,0.117,0.134,1
"Sin3b",0.378504437862579,0.161158688196858,0.277,0.254,1
"Trnau1ap",0.378627735565353,0.211927564035428,0.101,0.086,1
"Uhrf2",0.378703251547564,0.258473825497375,0.147,0.131,1
"Nr1d2",0.379186292898931,-0.123400973499896,0.086,0.101,1
"Sec31a",0.379975545927286,0.00152202429275916,0.108,0.127,1
"Utp3",0.380048640435349,0.0512143988124163,0.183,0.209,1
"Sh3kbp1",0.380217830826023,0.201744007239748,0.262,0.243,1
"Maz",0.380269665077268,0.319464748189835,0.121,0.105,1
"Nek9",0.380676671162647,0.255849698809085,0.101,0.086,1
"Mrpl42",0.380686446734233,0.33995913459199,0.222,0.209,1
"Hebp1",0.380826891725704,0.360592063376869,0.159,0.146,1
"Gnb2",0.381103264735974,-0.0478393848960976,0.562,0.605,1
"Batf3",0.381223809420416,0.621038070847477,0.141,0.128,1
"Ncoa2",0.381896157033144,-0.119910176094131,0.106,0.123,1
"Eif3f",0.382153897563644,0.0977623488226838,0.659,0.62,1
"Dennd1c",0.382398322072957,-0.0110691580035425,0.099,0.115,1
"Nfatc2",0.382623551491853,0.00621794163646516,0.101,0.118,1
"Huwe1",0.38266971630935,-0.206528841208976,0.214,0.231,1
"Ctsc",0.382772108587052,0.0367190163283189,0.797,0.827,1
"Nfya",0.382792882797025,-0.144160135559258,0.132,0.149,1
"Zfp871",0.382847990178974,-0.0617984416502215,0.128,0.147,1
"Hnrnpd",0.38301282788013,-0.10181179147665,0.346,0.368,1
"Rpl26",0.383266637106011,-0.00668674472557651,0.996,0.995,1
"AC149090.1",0.38348188365166,0.208130518538689,0.321,0.307,1
"Rpl4",0.38352419204218,0.0449839635034244,0.896,0.893,1
"Ddx58",0.383836160780346,0.283700207395597,0.126,0.112,1
"Nop14",0.38394073546299,-0.195527389978589,0.108,0.124,1
"Gltp",0.385101189023275,-0.0227508007342404,0.299,0.33,1
"Adipor2",0.38521816772036,0.422635289395907,0.141,0.126,1
"Coq10b",0.38522531009562,0.197620383020012,0.269,0.253,1
"Akap9",0.385412156058763,0.208305041614465,0.339,0.324,1
"Stub1",0.386228672988196,0.463231448477401,0.211,0.201,1
"1110004F10Rik",0.386430950319691,0.189696681027884,0.302,0.282,1
"Rmnd5a",0.386460330163543,0.191100636250961,0.15,0.132,1
"Crot",0.386639811253327,-0.227373535356519,0.101,0.116,1
"Klf7",0.387026707938153,-0.125579643194881,0.112,0.128,1
"Ankrd11",0.387383092818288,-0.00337528211352334,0.48,0.526,1
"Nfam1",0.388534771413163,0.0538228875217809,0.179,0.205,1
"Rnf111",0.389576131844864,-0.0915072785676999,0.216,0.241,1
"Ppp1r7",0.390228699403533,-0.0881005479995238,0.119,0.135,1
"Hps3",0.390895136989931,0.292108141763528,0.17,0.157,1
"Snf8",0.391043585161464,0.362729500045702,0.181,0.17,1
"Rnf44",0.391147709167499,-0.325234550663501,0.092,0.105,1
"Ppfibp2",0.392115578070703,0.5226658552518,0.104,0.092,1
"Il18",0.392177016970511,-0.30824904948237,0.086,0.1,1
"Ank",0.392769967192099,0.14551625218805,0.088,0.104,1
"Tpr",0.392859793692924,0.0780741448418538,0.687,0.665,1
"Sema4d",0.393017592486627,-0.0929548263630551,0.22,0.242,1
"Ms4a6d",0.393102358345093,0.179923448877375,0.344,0.336,1
"Lgals1",0.393561739129011,0.0518390643042583,0.339,0.322,1
"Rnf150",0.393991020872552,0.468072115369547,0.15,0.139,1
"Opa1",0.394063254411372,0.36787718799724,0.119,0.104,1
"Fis1",0.394558639418227,0.144306161350364,0.408,0.391,1
"Znrf2",0.394829387589633,0.177852073684587,0.2,0.185,1
"Trim30a",0.395268178503614,0.0416577332519422,0.22,0.249,1
"Ifngr2",0.395899771288069,0.00680020363471212,0.368,0.414,1
"Srp14",0.396085713013084,0.091635977281162,0.46,0.451,1
"Bcap31",0.39618142858962,0.221005718198743,0.311,0.291,1
"Gsdmd",0.396380134090344,-0.066713870391381,0.108,0.124,1
"Psmb7",0.396403199776903,0.0897733583234163,0.203,0.181,1
"Egr3",0.396868600787263,0.0284894339769687,0.201,0.181,1
"Dnajc15",0.39718394998568,0.370195560055086,0.222,0.205,1
"Iqgap2",0.397518938764324,0.0773817157091681,0.2,0.226,1
"Ssrp1",0.397583935494572,0.209286278888284,0.161,0.145,1
"Lgmn",0.397595226599242,-0.0244015113955003,0.705,0.753,1
"Evi5",0.397698874578293,0.476567817255368,0.104,0.092,1
"Hs6st1",0.397967929885488,-0.199173141299779,0.092,0.105,1
"Erbin",0.398126702626391,-0.0199943830142603,0.253,0.276,1
"2310011J03Rik",0.398162697267871,-0.228581334763704,0.114,0.13,1
"Sh3bgrl",0.398838553037459,0.0228788387498765,0.419,0.447,1
"Uba2",0.399074288273004,-0.080779762214654,0.139,0.157,1
"Pex3",0.399136247301525,-0.0203095901510129,0.088,0.103,1
"Setx",0.399382025969974,0.347145796716914,0.114,0.1,1
"Clptm1",0.399544955734408,-0.0451568364331825,0.137,0.157,1
"Abce1",0.399754141668008,0.415076005365855,0.117,0.104,1
"Rplp0",0.400188903635996,0.0829525716498045,0.995,0.982,1
"Ywhab",0.400204126187305,-0.0958105003419258,0.504,0.531,1
"Plau",0.400918807177717,0.168389522325666,0.108,0.127,1
"Serpinb8",0.401475412791822,-0.17635830608021,0.093,0.108,1
"Raf1",0.402215554404369,0.282962791120732,0.15,0.135,1
"Trim35",0.402612413699684,0.210325072686399,0.121,0.141,1
"Cd68",0.402849676631695,-0.0827528802859749,0.599,0.642,1
"Ssr2",0.403295032993195,0.292998489164567,0.212,0.199,1
"Helz",0.403376340003884,0.014435198993924,0.136,0.154,1
"Surf1",0.40393654307397,-0.0466262168254048,0.092,0.108,1
"Mgat5",0.404400683623378,0.388539226997219,0.134,0.119,1
"Igf1r",0.404611743548949,-0.280728237962783,0.106,0.122,1
"Il13ra1",0.404731495961227,0.363805169708818,0.168,0.153,1
"Pes1",0.404781168668678,0.538458291311125,0.11,0.097,1
"Med7",0.406054308755647,0.261117508366868,0.117,0.104,1
"Supt5",0.406170754579057,0.0116690209501592,0.238,0.264,1
"Ubxn1",0.406180510824927,0.00455284321913352,0.366,0.407,1
"Sar1b",0.406281434311997,0.0689904837415101,0.168,0.193,1
"4833420G17Rik",0.406492935838094,0.631211350310773,0.112,0.1,1
"Zeb2",0.407117074355354,0.016646493628834,0.595,0.659,1
"Sfr1",0.407390817195115,0.150859636303852,0.364,0.349,1
"Prdx4",0.407616383171389,-0.0245728665100269,0.141,0.161,1
"Brd8",0.408053130809888,0.311530869373685,0.156,0.139,1
"Irf9",0.408063204537766,-0.0359569639281418,0.179,0.204,1
"Rabl6",0.408152789538686,-0.120929416196947,0.128,0.145,1
"Rbm8a",0.408849070636375,-0.0787936456972703,0.26,0.282,1
"Apopt1",0.40915189482222,-0.0432950904740355,0.093,0.108,1
"Slc16a6",0.40935015111183,-0.223099769079495,0.167,0.184,1
"Ndufv2",0.409373850468092,0.171407197040268,0.253,0.231,1
"Canx",0.409427832373778,0.168595415743571,0.535,0.55,1
"Idi1",0.409579338782058,0.0100268031211921,0.103,0.088,1
"Ptpn11",0.409630845205291,0.323715607434307,0.13,0.116,1
"Rbm47",0.409922800473925,0.035913629216178,0.147,0.168,1
"Nsd3",0.410124428071652,-0.0743426151331806,0.22,0.245,1
"Dlg1",0.410175742971018,0.623434172672784,0.101,0.089,1
"Mtrex",0.410729820843701,-0.120804197623945,0.099,0.115,1
"Cyb5r1",0.411419511243936,0.114705334598006,0.092,0.108,1
"Glrx",0.411915072445857,0.155613207228311,0.125,0.108,1
"Irf2bp2",0.412251734601786,-0.0637723766790089,0.328,0.37,1
"Hnrnpab",0.41247518495663,-0.119798661275114,0.397,0.418,1
"Tor1b",0.412639700538542,0.460267958339648,0.121,0.108,1
"Dusp6",0.412698726039877,0.0159730816608573,0.247,0.278,1
"Tmem259",0.412892673194896,0.272227393390998,0.117,0.104,1
"Med13",0.413304753753567,-0.121475877967103,0.152,0.168,1
"Lrrc59",0.413726742704572,0.256021990968944,0.123,0.142,1
"Syap1",0.413901511464178,0.0059488251388724,0.103,0.119,1
"Tpcn1",0.414027842530214,-0.0968452297255611,0.097,0.112,1
"Baz2a",0.414040872783549,-0.0237641563810664,0.134,0.153,1
"1810058I24Rik",0.414428307050535,-0.0123672824667165,0.222,0.246,1
"Mgat2",0.414712384476979,-0.103355390395398,0.154,0.174,1
"Sars",0.415053475672837,0.0793434941796158,0.216,0.197,1
"Unc50",0.415376288186495,0.122817329764077,0.134,0.155,1
"Cnp",0.415565813590566,0.556188676698104,0.108,0.096,1
"Mrpl40",0.415600995687349,0.283820487688649,0.11,0.097,1
"Stoml2",0.415603599371835,0.0159696398908615,0.095,0.111,1
"Uvrag",0.41593818899393,0.268511372136859,0.203,0.189,1
"Dnajc19",0.4161411511511,0.317103807858268,0.236,0.222,1
"Zbtb4",0.416192097628152,-0.0811832540358015,0.115,0.132,1
"Zfyve16",0.416468155889842,-0.159409174856851,0.108,0.123,1
"Mapk1ip1l",0.416492219582554,0.212503949340401,0.112,0.13,1
"Tnrc18",0.417375644503693,0.0865971242879795,0.214,0.196,1
"Rpl23a",0.417378588212553,-0.0347046220681655,0.985,0.991,1
"Uap1l1",0.417695434610082,0.346637696042102,0.161,0.149,1
"Mta3",0.418186712158924,0.333207132914492,0.117,0.104,1
"Cd69",0.418461369651953,-0.0679373710266733,0.097,0.111,1
"Il6st",0.418579424712865,-0.0472848694969628,0.086,0.1,1
"Txn2",0.418603397402994,-0.0148538611174062,0.19,0.212,1
"Psmc5",0.419399587670549,0.109707538217679,0.167,0.188,1
"Glrx3",0.419959246020615,0.118994306309794,0.179,0.204,1
"Med13l",0.420035043866034,0.031028555663192,0.156,0.173,1
"Anxa4",0.420469900850927,0.31798372209372,0.183,0.172,1
"Rgl2",0.420701146591145,0.251952146797782,0.125,0.111,1
"Arhgap19",0.420899491646531,-0.0368042684269154,0.137,0.157,1
"Pigk",0.420907882277865,0.238063660559265,0.093,0.109,1
"Nop58",0.421219757654956,-0.16433528683669,0.203,0.22,1
"Zdhhc9",0.421253408017877,-0.0792358682056782,0.103,0.116,1
"Ubp1",0.421345300291519,-0.112135800967626,0.123,0.141,1
"Pum1",0.421968547216659,-0.0731608129798948,0.2,0.216,1
"Csk",0.422153659429501,-0.0243789477188744,0.24,0.264,1
"Maco1",0.422301108580149,-0.126420874755476,0.136,0.153,1
"Nfu1",0.423184781341257,0.149715662297632,0.139,0.161,1
"Srsf11",0.423322528408072,-0.0258005836900917,0.355,0.384,1
"Creb1",0.423542242234088,0.274655074480214,0.17,0.157,1
"Rc3h2",0.423617344503473,-0.0766317514764892,0.112,0.127,1
"Arhgap31",0.423909858913069,0.497997997115733,0.128,0.116,1
"Nr4a2",0.424220205691665,-0.110321667840982,0.125,0.141,1
"Pdcl3",0.424620450463639,-0.0468439145684154,0.187,0.209,1
"Ilf3",0.424729624452933,-0.127777522308244,0.097,0.111,1
"Hipk1",0.425033346212924,0.0230585569217352,0.165,0.185,1
"Rpl7a",0.425302785860449,0.101339025572607,0.958,0.961,1
"Snx24",0.425658252135157,-0.160370117324492,0.108,0.122,1
"Gnas",0.426116382121248,0.049707485639463,0.857,0.849,1
"Zfp318",0.426202260875765,0.0163804632975002,0.101,0.116,1
"Trip11",0.42623913399649,0.0343754473956711,0.247,0.274,1
"Hpcal1",0.426871730306749,0.072726759515334,0.121,0.138,1
"Ctcf",0.427064763258914,-0.0443857877396651,0.253,0.277,1
"Ngdn",0.427461092459365,0.263544827423728,0.119,0.105,1
"Pum3",0.427480195633256,0.36917026529233,0.126,0.114,1
"Tia1",0.427482589646566,-0.269998526078685,0.092,0.104,1
"Mau2",0.427561779456368,-0.12853264518526,0.095,0.109,1
"Rbm17",0.427613656502791,-0.0258712990069431,0.152,0.172,1
"Ppp2r2a",0.427629674264377,-0.148278897671516,0.161,0.177,1
"D5Ertd579e",0.428653331381671,-0.0658591807823368,0.106,0.12,1
"Elovl1",0.428685338137702,-0.00164825456061601,0.121,0.138,1
"Ophn1",0.429442341741664,0.31679109984197,0.209,0.196,1
"Dnajb14",0.429577403752083,0.193238705660156,0.364,0.353,1
"Ubr3",0.43005921996635,0.344339475531154,0.119,0.105,1
