"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Tspan4",0.234408401026188,-0.129672260373305,0.097,0.119,1
"Ergic3",0.234709354936202,0.222061312825949,0.262,0.236,1
"Sun2",0.234778017600031,-0.178154312201142,0.125,0.149,1
"Mpp7",0.234904690748668,-0.0260164359816264,0.123,0.1,1
"Smarcd2",0.235401712784379,-0.24847311959592,0.097,0.119,1
"Sdha",0.235716691460241,-0.0812969074159955,0.236,0.273,1
"Alg5",0.235957496412266,-0.190098326144933,0.154,0.178,1
"Pcmtd1",0.236044589309613,0.546524014148261,0.194,0.176,1
"Nr3c1",0.236339162500784,0.359197790557448,0.33,0.32,1
"Ncoa1",0.236368869713672,0.213207593728879,0.13,0.108,1
"Gbp3",0.236706976262611,0.0129881129373379,0.088,0.109,1
"Oga",0.237111312171519,0.428467003589184,0.201,0.18,1
"Mphosph8",0.237396871781261,0.260292906093144,0.165,0.141,1
"Gm2000",0.238229929670203,-0.336600753834623,0.086,0.105,1
"Esyt1",0.238720610030244,0.278767008600827,0.125,0.104,1
"Psmb1",0.238945080496287,0.211135146618001,0.522,0.499,1
"Hlx",0.239095857492043,0.324538358890481,0.134,0.112,1
"Ppil2",0.239198324208284,0.257929892370351,0.128,0.107,1
"Selenoh",0.239219475769107,0.38885068904137,0.148,0.127,1
"Tspan14",0.239287357391144,-0.321246847410339,0.092,0.111,1
"Eef2",0.239439294136429,0.101925271311744,0.894,0.884,1
"Yeats4",0.239464106865333,0.35868354064055,0.167,0.146,1
"Pip5k1c",0.239608758832653,-0.187184657028459,0.141,0.165,1
"Maf",0.239610079077305,0.181333164108584,0.52,0.508,1
"H2-T23",0.240248482268756,-0.0462817994251089,0.341,0.378,1
"Tut4",0.240352637651403,-0.0146797594206735,0.216,0.25,1
"Sept7",0.24043911519208,-0.0474345386733563,0.383,0.431,1
"Parg",0.240503667761302,-0.121387529341993,0.084,0.104,1
"Gm11808",0.240584239460087,0.254690169743957,0.115,0.095,1
"Sypl",0.240621811890506,-0.145313899003631,0.172,0.199,1
"Fli1",0.240748291232835,-0.0262905425040705,0.211,0.247,1
"Sltm",0.240899586919085,-0.147845169158508,0.249,0.278,1
"Nrip1",0.240986207847622,-0.0653471370688357,0.24,0.272,1
"Golph3",0.241229148123151,0.437776633579192,0.15,0.131,1
"Clta",0.241241672759008,0.0893367711219955,0.835,0.827,1
"Rictor",0.2413198269464,0.461081251857592,0.119,0.1,1
"Zdhhc3",0.24265102423408,0.623749834825914,0.11,0.092,1
"Cdipt",0.242727096687232,-0.298798663742526,0.114,0.135,1
"Aqr",0.243018723300906,-0.463882311421839,0.119,0.138,1
"Tox4",0.243037989472162,-0.0362195590281686,0.178,0.208,1
"Alcam",0.243161335186712,0.466920505517457,0.141,0.12,1
"Nop53",0.243755557334098,-0.114296999360998,0.244,0.281,1
"Trir",0.243872688427931,0.160572118608304,0.353,0.327,1
"Rassf3",0.243933217946034,-0.0810131632616535,0.137,0.162,1
"Dnajc24",0.244003614936106,0.342093089939177,0.101,0.082,1
"Ifnar1",0.244139095455281,-0.108980767792101,0.304,0.336,1
"Akr1a1",0.244402958531606,0.0759503141842059,0.701,0.674,1
"Siglech",0.244524407660553,-0.336260594153591,0.106,0.127,1
"Lhfpl2",0.244805635963673,0.543775765750583,0.137,0.118,1
"Lactb2",0.245034165978055,0.400264077107304,0.104,0.086,1
"Dhx36",0.245048581192341,0.230041597222304,0.216,0.193,1
"Cnot1",0.245065000925288,-0.106135549572417,0.163,0.191,1
"Nhp2",0.245118144794568,0.417371980881444,0.17,0.15,1
"Srsf6",0.245186483549988,-0.0117742126282037,0.211,0.243,1
"Ncoa6",0.245631890296373,-0.33776877206527,0.084,0.103,1
"Dnaja2",0.245804680984182,0.33422562822317,0.284,0.259,1
"Tspyl1",0.245962758934475,-0.10587227843048,0.086,0.105,1
"Wbp4",0.246074286926072,-0.158618584707453,0.211,0.238,1
"Gstm1",0.246230404665456,0.124590801860835,0.156,0.132,1
"Wdfy2",0.246308398194734,0.549581574215683,0.126,0.108,1
"Otub1",0.246322160342467,0.118110283030882,0.114,0.139,1
"Ndufs5",0.246503646297745,0.294939147644177,0.377,0.362,1
"Cebpg",0.246919311427664,-0.0407550552807158,0.245,0.278,1
"Retreg2",0.247376839646947,-0.181331775903877,0.099,0.119,1
"Etv5",0.248751935503919,0.0347829476067227,0.101,0.123,1
"Lyz2",0.248914774530062,0.0497912183957689,0.857,0.866,1
"Aggf1",0.249285567706355,0.60354619731627,0.108,0.091,1
"Smad4",0.249339329392824,0.201576450226679,0.145,0.123,1
"Tmem245",0.249878778580861,-0.185289062992603,0.104,0.126,1
"Hnrnpl",0.250616006061125,-0.150076173621222,0.238,0.262,1
"Ly86",0.25064556339181,-0.061442109696249,0.764,0.797,1
"Mrps25",0.25070137956809,0.663045585206206,0.11,0.092,1
"Pten",0.250941328577431,0.252078593223027,0.253,0.228,1
"Pgap2",0.25105760820205,-0.146055232949946,0.126,0.151,1
"Rab3gap1",0.251124464189828,0.196787811424816,0.125,0.104,1
"Suco",0.251224699038446,0.545079542195702,0.132,0.114,1
"Scimp",0.251539025567238,-0.222670879372583,0.218,0.241,1
"Gtf2a2",0.251764881490271,0.308924107791075,0.198,0.174,1
"Pros1",0.251767811534102,-0.185900250220012,0.09,0.109,1
"Cpsf7",0.251875416088529,-0.138141137849649,0.103,0.124,1
"Tle1",0.251989731598937,-0.134284393842916,0.154,0.18,1
"Chic2",0.25207522498027,0.241857192089841,0.207,0.182,1
"Usp25",0.252206559310568,0.390040052354534,0.227,0.205,1
"Etfb",0.252251003274638,0.622973142357901,0.216,0.197,1
"Mvb12b",0.252443158562173,-0.0796034483005825,0.103,0.124,1
"Brd4",0.252759832977515,-0.180639511784438,0.203,0.231,1
"Pon3",0.253097201011651,-0.134356343892375,0.099,0.12,1
"Nup98",0.253367411931215,0.0158626086353683,0.187,0.219,1
"Tmem176a",0.253404941060879,0.147527807508914,0.799,0.812,1
"Rasa4",0.25351113301011,0.10694690975409,0.168,0.2,1
"Pafah1b3",0.254582286674966,0.521284074365199,0.11,0.092,1
"Nsd1",0.254589010404312,0.00744631578282445,0.306,0.342,1
"Zfand6",0.255339944151888,0.360288472992183,0.242,0.226,1
"Aldh9a1",0.255497881911082,-0.111572093463305,0.088,0.108,1
"Mdh2",0.255626429478061,0.265154707946528,0.278,0.257,1
"Jpt1",0.255886591281368,0.00607801614298276,0.366,0.412,1
"Rapgef2",0.25644551300251,-0.337496832544944,0.11,0.131,1
"Ndufa5",0.256868186712778,-0.0702465328686606,0.297,0.335,1
"Itgb1",0.257197407864581,-0.107477132592452,0.495,0.543,1
"Vim",0.258011580498761,-0.0283645562499031,0.284,0.32,1
"Fmc1",0.258035509470952,-0.282483795724368,0.101,0.123,1
"Adss",0.258633807466025,-0.221831787087433,0.108,0.128,1
"Ndufs3",0.258705273980202,0.376458895757951,0.214,0.193,1
"Srp9",0.258970385460461,0.218145309093359,0.374,0.354,1
"Capza2",0.259223796477767,0.12466025211762,0.692,0.693,1
"Rb1",0.259227779158074,-0.243295755078774,0.147,0.169,1
"Kmt2c",0.259589142349288,0.00333343823516563,0.22,0.255,1
"Ptpn1",0.259664057576232,-0.184988275758146,0.348,0.381,1
"Cct6a",0.25988554938189,0.0754095197424841,0.247,0.285,1
"Rgl1",0.259909207427486,-0.0755080734831695,0.163,0.191,1
"Ube2f",0.260149732382353,0.262951455423843,0.192,0.169,1
"Anapc2",0.260152052832137,0.575442857622415,0.121,0.103,1
"Uqcr11",0.260381754724434,-0.0994674287382984,0.544,0.574,1
"Il10rb",0.260409176856509,-0.0411433959242793,0.41,0.464,1
"Egr2",0.260799726872742,-0.218824921634574,0.291,0.322,1
"Fam214a",0.260831736002212,0.0533067803922378,0.114,0.139,1
"Ccng1",0.260853492566023,0.434298844290683,0.11,0.092,1
"Eapp",0.260937175397817,-0.142808487810515,0.189,0.216,1
"Gm26917",0.261387974457255,0.219023305441567,0.194,0.17,1
"Hibadh",0.261547127416252,0.581082016055108,0.141,0.122,1
"Slc6a6",0.2616581303533,-0.184968913806358,0.549,0.573,1
"Micos13",0.261778822314357,0.299266479460016,0.328,0.309,1
"Poldip3",0.261904745441257,0.401334480259032,0.143,0.123,1
"Mnat1",0.262723394892615,-0.265197931107757,0.088,0.107,1
"Ddx60",0.263022135002425,-0.298722562069814,0.086,0.105,1
"Dram2",0.263748900384533,0.00326077567483196,0.183,0.214,1
"Fndc3a",0.263977879041283,-0.0104995829968132,0.233,0.265,1
"2810013P06Rik",0.264118685126894,-0.149133760155637,0.211,0.239,1
"Tpd52",0.264282898258659,0.140061208281802,0.551,0.53,1
"Lmbrd2",0.264359421708453,0.490557655877063,0.117,0.099,1
"Mef2a",0.264773301490343,-0.00748959486174128,0.537,0.604,1
"Krr1",0.264922736660624,-0.172296405665515,0.13,0.153,1
"Pla2g4a",0.265649675076504,0.165936728555063,0.145,0.124,1
"Pwwp2a",0.265679538761184,0.459293517522139,0.119,0.1,1
"CAAA01118383.1",0.265741859521942,-0.159867891614424,0.086,0.105,1
"Psmb10",0.265934129192904,0.277279919380084,0.262,0.241,1
"Tmem167",0.265977084593626,0.3818693728826,0.26,0.242,1
"Hnrnpul1",0.266161330117681,-0.079590455831748,0.234,0.266,1
"Tmem128",0.266474717798732,-0.0758146239070689,0.136,0.159,1
"Arl6ip4",0.267248804930042,0.474266292394324,0.13,0.112,1
"Leprot",0.267483533384892,0.256166866696212,0.264,0.239,1
"Sdhd",0.267800901405895,0.30669474737509,0.159,0.139,1
"Mplkip",0.267811559559514,0.105896538333192,0.136,0.114,1
"Snu13",0.267813515467737,-0.0129438904955823,0.3,0.338,1
"Slc35b1",0.267836526043273,-0.383433696657627,0.088,0.105,1
"G6pdx",0.268995659909338,0.500720873907663,0.126,0.108,1
"Arpc4",0.269250501652864,0.193978953711374,0.454,0.443,1
"Lamp2",0.269479313345206,-0.0374606592793565,0.586,0.647,1
"Immt",0.270574782898607,0.0814498506789199,0.185,0.215,1
"Tnfrsf11a",0.270674765844725,0.437612892067694,0.189,0.169,1
"N4bp2l1",0.270788895317234,-0.101679375482254,0.086,0.105,1
"Dbnl",0.270835787756284,0.208543560377485,0.167,0.146,1
"Prkcb",0.271239559684473,-0.0455971817950465,0.223,0.257,1
"Pik3ap1",0.271273346073236,-0.0124734187248706,0.277,0.312,1
"Trim12c",0.271317947477482,0.0260098954785695,0.114,0.136,1
"Tm2d1",0.271428788403539,0.381772417986468,0.143,0.123,1
"Sms",0.271510195683014,-0.0681176022901986,0.11,0.132,1
"Mgat1",0.271547024963529,-0.0503569769853309,0.114,0.136,1
"Ylpm1",0.271704315917901,-0.110725653261178,0.112,0.134,1
"Cyb5r3",0.271978720212565,0.446317342615139,0.196,0.174,1
"Lsm7",0.272050198041312,-0.118030760702402,0.136,0.159,1
"Eif3i",0.272832849357317,0.355542798130198,0.302,0.293,1
"Chrac1",0.272983593519568,0.492684716442366,0.231,0.216,1
"Mbtd1",0.273010103383633,-0.0272614359109677,0.099,0.119,1
"Rbm6",0.273049886673422,-0.183209209024646,0.132,0.154,1
"Rps8",0.273128715463078,-0.0227830671034992,0.998,0.997,1
"Zbtb1",0.273522037315374,-0.245524839801479,0.084,0.103,1
"Map2k2",0.274234825700883,0.336042182213875,0.245,0.227,1
"Isy1",0.274740851881824,-0.307322817972431,0.104,0.123,1
"Arid4b",0.275014630153774,-0.123855498217023,0.201,0.228,1
"Tmem176b",0.275476187456564,0.0753479425263239,0.877,0.861,1
"Git2",0.275849716353084,-0.17235528314602,0.253,0.281,1
"Rapgef1",0.276095082408589,-0.149972302638103,0.09,0.108,1
"Klf13",0.276098517389133,-0.106854222836185,0.271,0.303,1
"Atp13a3",0.276099495561609,-0.116716645636438,0.17,0.195,1
"Tnpo1",0.276211737729513,-0.0362893751423288,0.128,0.15,1
"Nfix",0.276615527071018,0.0716233289178711,0.165,0.195,1
"Tbc1d15",0.276713705315011,0.293033194399026,0.147,0.126,1
"Zfc3h1",0.276762535642611,0.313336609512094,0.136,0.116,1
"Azin1",0.277290173912216,-0.354143060280063,0.158,0.178,1
"Hscb",0.277317536767828,-0.154703838318389,0.09,0.108,1
"Tmpo",0.277586170608024,-0.342558665878452,0.132,0.153,1
"Ccdc59",0.277755668952041,-0.105153306092706,0.17,0.196,1
"Slc25a11",0.277763608326713,-0.020013208928052,0.167,0.193,1
"Chd3",0.277764738849707,-0.159995342772821,0.152,0.176,1
"Ptges3",0.277973359293881,-0.014609904220506,0.304,0.341,1
"Ing4",0.278744619191865,0.353451806839683,0.141,0.123,1
"Trpv2",0.278925412217639,-0.281001926642619,0.084,0.103,1
"Zfp644",0.27904362784635,0.308407856275894,0.189,0.17,1
"Pip4k2a",0.27905747293519,-0.173912860419674,0.315,0.345,1
"Diaph2",0.280139429159179,0.0463824704481105,0.201,0.235,1
"Rin2",0.280900616086733,0.28727921381907,0.238,0.219,1
"Uqcc3",0.280910491730165,0.445297449498855,0.167,0.149,1
"Ufsp2",0.281333855390253,-0.189645561182653,0.115,0.136,1
"Plcg2",0.281572591121972,-0.266125264705571,0.143,0.165,1
"Snrpd1",0.28181751998868,0.0319847983030189,0.212,0.241,1
"Lactb",0.282148555424172,-0.0464300187756266,0.137,0.162,1
"Cyth2",0.282211441643586,-0.0868158327174902,0.093,0.114,1
"Babam2",0.282803080784826,0.382339842390374,0.108,0.091,1
"Mfsd11",0.283378267168954,0.478859111653098,0.117,0.101,1
"Trim8",0.283513845193409,-0.032833929582116,0.178,0.205,1
"Pak1ip1",0.284268528634019,0.277598699948085,0.152,0.132,1
"Gm15655",0.284398456199811,0.577764869116963,0.121,0.104,1
"Ddt",0.284544086684479,0.505435021132563,0.167,0.15,1
"Tmx3",0.284583404621944,-0.0424687718096194,0.145,0.169,1
"Fcer1g",0.284654630887962,0.0972048471768945,0.896,0.911,1
"Tmem126a",0.284891589157438,0.308554328702205,0.141,0.123,1
"Usp14",0.285191745605764,0.021455646468276,0.181,0.211,1
"Mthfs",0.285208281054266,-0.174895661437206,0.084,0.103,1
"Snrpa1",0.285411983687837,-0.358971076396973,0.108,0.126,1
"Tbc1d23",0.286341998949787,-0.21919288195323,0.108,0.128,1
"Tubgcp5",0.286962276200738,-0.104243110745591,0.13,0.153,1
"Yipf4",0.286962287202761,0.646559178064191,0.152,0.136,1
"Nfatc1",0.287824040456905,-0.151486829211385,0.141,0.162,1
"Camk2n1",0.287950272928764,0.248108542426826,0.154,0.132,1
"Gnpda1",0.287983089224532,0.0455930316301949,0.121,0.146,1
"Rnase6",0.288363349930204,-0.246438417694555,0.147,0.168,1
"Hist1h1c",0.288477827031302,0.559337759898692,0.168,0.153,1
"Arhgef6",0.288763462550046,-0.0777529199507428,0.218,0.246,1
"Ttc28",0.289238612330702,-0.278353560891515,0.156,0.176,1
"Snx8",0.289333622075433,0.0769897132291997,0.081,0.1,1
"Herc2",0.289701980526073,-0.0605658284375806,0.174,0.203,1
"Tpst2",0.289732708720945,0.133880417055977,0.136,0.164,1
"Fam50a",0.289987403602579,-0.0107411603179292,0.183,0.211,1
"Kif21b",0.290190817502094,0.348201316099604,0.11,0.092,1
"Wnk1",0.290223342729826,-0.117326099917015,0.553,0.596,1
"Nin",0.290627757031753,-0.344366519481386,0.134,0.155,1
"Tgs1",0.290737219883297,-0.180210684551947,0.242,0.266,1
"Pqbp1",0.290797518079464,-0.161109707687923,0.088,0.105,1
"Cwc25",0.291418007811178,-0.173828708065446,0.119,0.141,1
"Cd81",0.292052575301677,0.185580460939717,0.828,0.842,1
"Thoc7",0.2922249615396,-0.131512251744975,0.181,0.205,1
"Man1a",0.292259888846914,0.292651668888362,0.227,0.204,1
"Dr1",0.292587899595661,-0.0605936772435909,0.099,0.119,1
"Mapk1",0.292869658242155,-0.0928717613422161,0.15,0.176,1
"Abcf1",0.292962741326517,0.209389547387372,0.255,0.23,1
"Itgb2",0.293032180874506,-0.1469776947962,0.238,0.266,1
"Usp4",0.293319064103131,-0.376303026234217,0.09,0.105,1
"Frmd4b",0.293451670757784,-0.049719280158018,0.269,0.307,1
"Slc12a6",0.293708108265118,-0.0593059842073458,0.168,0.195,1
"Sf3b3",0.293833124629175,-0.0499562403050362,0.132,0.154,1
"Tnfrsf1a",0.29383826907451,-0.0868204436433066,0.212,0.236,1
"Ddrgk1",0.293920375969016,0.253281584605936,0.335,0.318,1
"Fem1c",0.294087965699449,0.410551947964963,0.13,0.114,1
"Cox7a2",0.29464810595042,0.0713050415209528,0.742,0.695,1
"Larp4",0.294748165660829,0.0257342936152434,0.167,0.195,1
"Manf",0.295162789180718,0.302295977039188,0.368,0.355,1
"Fundc1",0.295573529094922,-0.309688987601454,0.132,0.151,1
"Smarcc1",0.295617124757693,0.213074704066373,0.172,0.151,1
"Srrm1",0.29600292352977,-0.0723512159484999,0.418,0.454,1
"Sptan1",0.296049516348617,0.0267172579460462,0.148,0.173,1
"5430427O19Rik",0.296120694939652,-0.215117759413552,0.121,0.142,1
"Fcgr1",0.297245025405366,0.201527734088499,0.416,0.408,1
"Akt2",0.297299732388204,-0.0477739018767007,0.093,0.114,1
"Anxa1",0.297541540244267,0.475242480521184,0.125,0.107,1
"Tmem214",0.297724964450996,-0.072015165669103,0.082,0.101,1
"Cnot3",0.298389927300918,0.180617846679282,0.22,0.193,1
"Rpl10-ps3",0.298552349470045,0.473780459717367,0.114,0.097,1
"Capzb",0.298852758282353,0.195528108967208,0.546,0.554,1
"Ifi209",0.299008578271279,-0.067503100744071,0.108,0.127,1
"Top1",0.299087350999777,0.0720620505972436,0.659,0.623,1
"Pgd",0.299177411556939,-0.0590507894823338,0.2,0.227,1
"Esf1",0.299543703648958,-0.214251860514922,0.165,0.185,1
"Erap1",0.2996812127568,-0.0123059650054225,0.09,0.108,1
"Olfml3",0.299877707056974,0.304136508562185,0.288,0.268,1
"Trak1",0.300105717343971,0.407759045674693,0.103,0.086,1
"Hdlbp",0.30016788031989,0.0502273285035002,0.452,0.422,1
"Mcmbp",0.300327860728846,0.511063905323788,0.112,0.096,1
"Vps41",0.300442814432674,-0.0308180384254311,0.152,0.177,1
"Tcirg1",0.300524864066391,-0.0550568931291241,0.196,0.223,1
"Mrpl14",0.300578965739343,0.49381605081054,0.198,0.18,1
"Sirt2",0.301029416662008,-0.0919621544625405,0.203,0.228,1
"Tram1",0.301318383489826,-0.148908976048751,0.262,0.286,1
"Mrpl33",0.301351357780938,-0.0297897207652682,0.255,0.278,1
"Pbrm1",0.301371306927811,-0.0349839281507004,0.269,0.296,1
"Ptma",0.301606355046438,-0.0431571525889396,1,0.999,1
"Prpf40a",0.301767689127625,-0.105237780134509,0.319,0.35,1
"Rab35",0.301769608466724,-0.0144081116040977,0.103,0.123,1
"Sik1",0.301881593773592,-0.203867094248653,0.099,0.116,1
"Ralbp1",0.302576939654152,0.24325310990777,0.375,0.365,1
"Cd180",0.303106451571274,-0.0954489670281648,0.223,0.25,1
"Glo1",0.303279118117257,0.405876408980288,0.108,0.091,1
"Tex264",0.303431017117785,0.444315942412374,0.11,0.093,1
"Mtss1",0.303489165912253,0.199294452834986,0.262,0.243,1
"Sap30l",0.303773447292748,0.3553534534936,0.11,0.093,1
"Mtr",0.303832754012199,-0.221179528066892,0.088,0.105,1
"Rnf115",0.303899399803623,-0.197969508090472,0.11,0.128,1
"Rad23b",0.303906985635641,-0.172363424115366,0.147,0.169,1
"4931406C07Rik",0.304255788680638,0.00492895152077955,0.136,0.158,1
"Rassf5",0.304344428021377,-0.0663952097841054,0.152,0.174,1
"Exosc7",0.304503647515079,0.488523030394436,0.101,0.085,1
"C3ar1",0.304539994967489,-0.0309952625371068,0.549,0.609,1
"Ythdc1",0.304612062385093,0.0556334943720511,0.35,0.399,1
"Arl5a",0.304802280215183,0.445610009807683,0.11,0.093,1
"Syngr2",0.304938647170763,-0.0941601062482939,0.361,0.393,1
"Aamp",0.305209755404526,-0.0290497278350718,0.275,0.305,1
"Skp1a",0.305286176760023,-0.106029916921495,0.375,0.404,1
"Ttc3",0.305366918733856,0.250399839121342,0.163,0.143,1
"Rcbtb2",0.305417168821689,0.259456312765002,0.267,0.245,1
"Ghitm",0.305618829520657,-0.0783277494825783,0.218,0.247,1
"Lsm8",0.305940630235373,-0.267970485761856,0.114,0.131,1
"Pttg1",0.306107175332556,0.0364793793595468,0.121,0.143,1
"Cct2",0.306172893709036,-0.0934034313706362,0.297,0.323,1
"Ube2d3",0.306332354985349,-0.0759223698901137,0.645,0.67,1
"Fabp5",0.306452587916881,-0.54644559599894,0.143,0.164,1
"Ubr5",0.306517002919199,-0.0562874033523961,0.139,0.161,1
"Cbl",0.307030032057984,-0.0562965217973461,0.288,0.324,1
"Pkib",0.307102730590422,0.326812944460788,0.242,0.223,1
"Caprin1",0.307409468437491,-0.115531469658418,0.275,0.304,1
"Lima1",0.307548496286703,0.356887741700298,0.165,0.146,1
"Vps29",0.307569955706754,0.375357693803532,0.267,0.254,1
"Sde2",0.307742226491852,-0.234890207103966,0.163,0.181,1
"Srcap",0.307761823723117,-0.334158348368936,0.125,0.145,1
"Kif3b",0.307823514971947,0.448227553863458,0.103,0.086,1
"Nmi",0.307825933673336,-0.374598577605638,0.101,0.118,1
"Pdxdc1",0.30783686051837,-0.205696796033999,0.097,0.116,1
"Ube2d1",0.30796633416803,-0.197924234097157,0.084,0.1,1
"Smap2",0.308325104009365,0.210521092692108,0.344,0.326,1
"Lman1",0.309572605342021,0.272686693012666,0.212,0.193,1
"Cd300a",0.309765019388909,-0.205440067964867,0.214,0.242,1
"Skil",0.309784070869843,-0.0877259743561387,0.533,0.588,1
"Pfdn2",0.309900118778061,0.298462139223191,0.267,0.251,1
"Paics",0.30993699509259,-0.142841837554578,0.134,0.153,1
"Apobec3",0.310080403471838,0.166379748254104,0.269,0.249,1
"Wapl",0.310230911843924,0.269874981949115,0.317,0.299,1
"Irak1",0.310684496018934,-0.148591698452315,0.185,0.207,1
"Malt1",0.311102332848462,-0.130324507286742,0.126,0.147,1
"Bbip1",0.31121070982991,0.159861831512013,0.209,0.186,1
"Polr2c",0.311310639429747,0.282900751460525,0.147,0.127,1
"Tmbim4",0.311336759139387,0.4090131058173,0.306,0.288,1
"Dtymk",0.311446564710653,0.493886326403892,0.11,0.095,1
"Dnajc5",0.311712145084744,0.200777119561894,0.211,0.191,1
"Aff1",0.312486644774439,-0.00617867093514524,0.086,0.104,1
"Dhrs7",0.312540046607323,-0.028919014777929,0.172,0.195,1
"Slc29a1",0.31261320688641,-0.134882864081735,0.115,0.135,1
"Fam193a",0.31280906697542,-0.208408225323017,0.15,0.17,1
"Kmt5b",0.313251313438303,-0.12958889314282,0.147,0.169,1
"Gm2a",0.313928731517244,-0.0632231247995483,0.366,0.4,1
"Cct3",0.314174799078452,0.0334749925084182,0.19,0.222,1
"Gngt2",0.31475634082572,-0.044113296724253,0.344,0.389,1
"Rpl13a",0.315168558276284,-0.0130961590015337,0.987,0.993,1
"Bmp2k",0.315210105052562,0.0284567441758479,0.31,0.351,1
"Spag7",0.315317558867109,0.425835663340149,0.145,0.13,1
"Ifi211",0.315472448515626,-0.263717708546106,0.088,0.105,1
"Ube2q1",0.315533390021421,0.0190975798238298,0.22,0.25,1
"Rexo2",0.315601905786646,-0.135115036793181,0.192,0.218,1
"Hpgds",0.316113075171723,0.204703881600389,0.529,0.527,1
"Ggnbp2",0.316132821991267,0.0755840133217694,0.225,0.201,1
"Tpm4",0.316223511822747,-0.050580723521622,0.269,0.3,1
"St6galnac4",0.316313955510403,-0.194719453901542,0.112,0.13,1
"Hdac2",0.316905133185923,-0.0568243285656975,0.084,0.101,1
"Ncf4",0.317161052643337,-0.0195887391379759,0.196,0.223,1
"Pcif1",0.317607206334391,0.000440940691929237,0.13,0.151,1
"Dusp3",0.317995774259393,0.0113731612262278,0.165,0.189,1
"Lmbrd1",0.318086908106248,-0.0400902982709681,0.154,0.178,1
"Mbd3",0.318102565282481,-0.00433105674962297,0.163,0.188,1
"Uso1",0.318310437482778,0.00590655670782425,0.121,0.142,1
"Ubqln1",0.31835483034611,-0.196792884030243,0.101,0.119,1
"Arpc5l",0.31847380607785,-0.0549869290194241,0.187,0.215,1
"Cpq",0.31863586486299,-0.0310582566167821,0.205,0.234,1
"Arhgap30",0.318646263191786,0.00980520785007019,0.302,0.339,1
"Rp2",0.318867102232422,-0.212182604153246,0.174,0.195,1
"Eif3d",0.320669173438729,0.413569266677662,0.194,0.177,1
"Srebf2",0.320686473628534,0.303617792339568,0.148,0.131,1
"Arid5b",0.320884205599104,0.208498967083613,0.22,0.199,1
"Kpna3",0.321042779343821,-0.0800870830086379,0.154,0.174,1
"Picalm",0.321044386545596,0.112815317975558,0.546,0.543,1
"Ugcg",0.321130900152068,-0.0413873104956046,0.11,0.13,1
"Snw1",0.321354849185298,-0.0970680601652454,0.275,0.303,1
"Phb2",0.321528204107083,0.253240623926414,0.269,0.246,1
"Smad7",0.321535001554051,-0.065003469230438,0.15,0.176,1
"Rnf216",0.321739397779233,0.0339834092592475,0.145,0.169,1
"Mlf2",0.321877146993051,-0.0864807301921655,0.212,0.242,1
"Rasgrp3",0.321912049790811,-0.29196933015887,0.121,0.138,1
"Card19",0.322633186203629,0.237625100963379,0.203,0.184,1
"Ctso",0.323051787654769,0.484937216563041,0.115,0.1,1
"Rsl24d1",0.323103169119993,0.471714924167076,0.123,0.108,1
"Lrrfip1",0.323108489177436,-0.09588563785855,0.282,0.307,1
"Lbr",0.323617111398517,0.338767686389096,0.145,0.128,1
"Bach1",0.32457532966758,-0.166738995704272,0.253,0.281,1
"Tanc2",0.325344655950576,-0.0959385997792524,0.256,0.284,1
"Atf2",0.325791596299175,-0.189509223836754,0.106,0.124,1
"Cggbp1",0.326035667349681,0.0693948592239976,0.317,0.354,1
"Phf23",0.326754082668421,0.371548797738064,0.123,0.105,1
"Fermt3",0.327046630663594,0.00246420038273643,0.366,0.419,1
"Chd7",0.327084554958321,-0.0912022963564414,0.211,0.236,1
"Bmpr2",0.327391992230578,0.408854456108394,0.163,0.147,1
"Zfhx3",0.327763107134073,-0.133203357163202,0.478,0.512,1
"Csde1",0.327775600517007,-0.143757544755869,0.526,0.549,1
"Cmtm3",0.328293981082128,0.253924366687496,0.212,0.195,1
"Zfand5",0.328413322474082,-0.0681915653327474,0.604,0.658,1
"Pin4",0.328695145146681,-0.138045832967587,0.159,0.182,1
"Cd9",0.32919948512492,0.0466113956748364,0.692,0.639,1
"Sarnp",0.329329275314985,0.21360745651785,0.302,0.277,1
"Pa2g4",0.329774954264766,0.289437289775799,0.203,0.185,1
"Zeb2os",0.330025192102801,0.0741398907313862,0.17,0.197,1
"Vasp",0.33011895019267,-0.131555482245456,0.275,0.303,1
"Ubl3",0.330768952413153,-0.11003396642181,0.381,0.412,1
"Timp2",0.331026073072985,0.265782898423199,0.586,0.595,1
"Odr4",0.331062126195992,-0.171143670800796,0.125,0.143,1
"Ssb",0.331376948753249,0.0847889829015538,0.495,0.473,1
"Zcchc17",0.331619389486912,0.0780962406274532,0.126,0.149,1
"Sf3b6",0.33164761711284,-0.0248830022592639,0.262,0.292,1
"Tmx1",0.331923705378511,0.189949858296558,0.172,0.154,1
"Zranb1",0.332007565521335,0.416149215422058,0.139,0.123,1
"Cryl1",0.332073697771452,-0.224658762818189,0.11,0.128,1
"Lipa",0.332311939603102,-0.0741799917762603,0.383,0.42,1
"Ap1s1",0.332412676339491,0.0239808933669818,0.103,0.123,1
"Prmt1",0.332844723876271,0.472860645369659,0.15,0.134,1
"Nr4a3",0.333134109215047,-0.030298208686886,0.143,0.123,1
"Brd7",0.334056808523604,0.190683587889436,0.242,0.223,1
"Dennd1a",0.334915428065291,-0.179585296325623,0.112,0.13,1
