"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Itga62",2.75767811765341e-07,0.535718928272413,0.314,0.172,0.00692976934185124,"Adipocytes","Itga6"
"Chchd71",2.81154220626563e-07,0.69627676497871,0.305,0.172,0.00706512441012489,"Adipocytes","Chchd7"
"Eci11",2.82398524495399e-07,0.840623633334345,0.288,0.159,0.00709639252204488,"Adipocytes","Eci1"
"Pdlim11",2.92645799724649e-07,0.576236915315346,0.292,0.158,0.00735389630128069,"Adipocytes","Pdlim1"
"Cox202",3.04729573660248e-07,0.552898572034315,0.428,0.27,0.00765754945650838,"Adipocytes","Cox20"
"Pgk11",3.13043090783958e-07,0.319623914974363,0.496,0.312,0.00786645982831009,"Adipocytes","Pgk1"
"Tcim2",3.14827061802764e-07,0.284447370782117,0.28,0.147,0.00791128923604164,"Adipocytes","Tcim"
"Rps32",3.1607356958337e-07,0.267920884381128,0.996,0.979,0.0079426127300605,"Adipocytes","Rps3"
"Crot",3.18047367200779e-07,0.570070398276744,0.297,0.16,0.00799221229038839,"Adipocytes","Crot"
"Zfp3261",3.2172722259995e-07,0.576478153897841,0.339,0.193,0.00808468337671413,"Adipocytes","Zfp326"
"Iah1",3.65962983621028e-07,0.881738823457502,0.258,0.14,0.00919628381541281,"Adipocytes","Iah1"
"Atp5g11",3.68257189437101e-07,0.425597159176097,0.775,0.623,0.0092539349133649,"Adipocytes","Atp5g1"
"Tnrc6a1",3.92914664539756e-07,0.504147788350643,0.492,0.316,0.00987355260521954,"Adipocytes","Tnrc6a"
"Comt3",4.12293855776999e-07,0.617621882388797,0.343,0.203,0.0103605323018202,"Adipocytes","Comt"
"Paics2",4.15770600624431e-07,0.547288304903829,0.377,0.227,0.0104478994230913,"Adipocytes","Paics"
"Cux11",4.17253466872817e-07,0.547076028183724,0.432,0.269,0.010485162369047,"Adipocytes","Cux1"
"Rps152",4.38151494026343e-07,0.261382293620019,0.992,0.98,0.011010308893388,"Adipocytes","Rps15"
"Nsa21",4.86763150009843e-07,0.352686157746243,0.809,0.65,0.0122318711965974,"Adipocytes","Nsa2"
"Map3k12",5.50062851549964e-07,0.514981524316249,0.356,0.206,0.013822529396599,"Adipocytes","Map3k1"
"Pgrmc22",5.60494388482528e-07,0.719403085770767,0.322,0.186,0.0140846634881775,"Adipocytes","Pgrmc2"
"Esd2",5.64301838765813e-07,0.602862878573025,0.538,0.364,0.0141803409063461,"Adipocytes","Esd"
"Spag71",6.23678226390828e-07,0.784623259378086,0.318,0.183,0.0156724101509751,"Adipocytes","Spag7"
"Ndufs51",8.65882734278359e-07,0.384492379138575,0.682,0.501,0.0217587672296809,"Adipocytes","Ndufs5"
"Arl11",8.78943996471988e-07,0.470029822711665,0.479,0.313,0.0220869836873446,"Adipocytes","Arl1"
"Atp5l",8.81270804309501e-07,0.252068169775888,0.941,0.908,0.0221454540414935,"Adipocytes","Atp5l"
"Slc4a7",8.86373111579742e-07,0.67965156547554,0.322,0.184,0.0222736699208873,"Adipocytes","Slc4a7"
"Rpl23a2",8.99977227236115e-07,0.255852019714785,0.992,0.974,0.0226155277432163,"Adipocytes","Rpl23a"
"Lman12",9.10387194018761e-07,0.503035529105598,0.436,0.277,0.0228771197984974,"Adipocytes","Lman1"
"Rbbp72",9.53365659251641e-07,0.544244219619664,0.441,0.288,0.0239571256513345,"Adipocytes","Rbbp7"
"Use1",9.88511135304724e-07,0.483620835334048,0.564,0.388,0.0248402963190724,"Adipocytes","Use1"
"Aebp21",9.96076521660976e-07,0.583150336115046,0.356,0.215,0.0250304069128187,"Adipocytes","Aebp2"
"Slirp1",1.00260940162473e-06,0.65432409948095,0.377,0.235,0.025194571653428,"Adipocytes","Slirp"
"Ddb12",1.01659143170381e-06,0.84795598826236,0.314,0.185,0.025545926087285,"Adipocytes","Ddb1"
"Pa2g41",1.04579954486942e-06,0.40790832426859,0.407,0.256,0.0262798967630238,"Adipocytes","Pa2g4"
"Nampt1",1.13272824421818e-06,0.550310540451892,0.314,0.179,0.0284643280489586,"Adipocytes","Nampt"
"Tuba1c3",1.13986282707896e-06,0.45982378294846,0.352,0.208,0.0286436129816672,"Adipocytes","Tuba1c"
"Tmbim4",1.17216320633568e-06,0.550023421623704,0.475,0.322,0.0294552892120092,"Adipocytes","Tmbim4"
"Nek71",1.24938789361744e-06,0.568288150575325,0.398,0.251,0.0313958683787126,"Adipocytes","Nek7"
"Rbbp82",1.38605888041046e-06,0.86940232693528,0.301,0.174,0.0348302736058344,"Adipocytes","Rbbp8"
"Prmt12",1.56486699506757e-06,0.682057745340318,0.369,0.226,0.0393235427190529,"Adipocytes","Prmt1"
"Anxa72",1.67298484360666e-06,0.632924687245954,0.352,0.217,0.0420404361349919,"Adipocytes","Anxa7"
"Emc4",1.68803907378751e-06,0.642618786887471,0.335,0.204,0.0424187338852063,"Adipocytes","Emc4"
"Vdac11",2.13299387004156e-06,0.501405657608417,0.555,0.385,0.0536000029602743,"Adipocytes","Vdac1"
"Eny21",2.19314792479641e-06,0.457037527410579,0.487,0.322,0.0551116142022089,"Adipocytes","Eny2"
"Hexim11",2.50319761260892e-06,0.610187608285403,0.301,0.171,0.0629028528072497,"Adipocytes","Hexim1"
"Ugp21",2.53503870816824e-06,0.610656171525207,0.343,0.212,0.0637029876975598,"Adipocytes","Ugp2"
"H2-Ke6",2.56308961159481e-06,0.597733293962469,0.28,0.159,0.064407878849766,"Adipocytes","H2-Ke6"
"Reep32",2.60933197656721e-06,0.423286801920519,0.436,0.279,0.0655699032391573,"Adipocytes","Reep3"
"Tmem1471",2.77491574635091e-06,0.621077437449264,0.381,0.244,0.0697308577900519,"Adipocytes","Tmem147"
"Nop53",2.79691222966737e-06,0.385100090945147,0.547,0.379,0.0702836074193114,"Adipocytes","Nop53"
"Rad501",2.85274717641862e-06,0.736508688928717,0.326,0.201,0.0716866837962236,"Adipocytes","Rad50"
"Maco11",2.91810493469209e-06,0.793743523815782,0.314,0.191,0.0733290589038774,"Adipocytes","Maco1"
"Faf21",2.95082955874662e-06,0.637319791547031,0.318,0.187,0.0741513959817438,"Adipocytes","Faf2"
"Ywhaq2",3.04205126936026e-06,0.430606433211129,0.699,0.541,0.076443706347754,"Adipocytes","Ywhaq"
"Atp5a12",3.10411580956412e-06,0.419558048598269,0.864,0.755,0.0780033261785368,"Adipocytes","Atp5a1"
"Tulp42",3.21979828705723e-06,0.457102145196152,0.432,0.281,0.0809103111554611,"Adipocytes","Tulp4"
"Lamtor2",3.24344388298971e-06,0.409602555589065,0.631,0.458,0.0815045013356485,"Adipocytes","Lamtor2"
"Erbin",3.5367615248811e-06,0.540237268549983,0.458,0.312,0.0888752803587371,"Adipocytes","Erbin"
"Ndufs22",3.64628209511978e-06,0.438076643867402,0.453,0.297,0.091627422768265,"Adipocytes","Ndufs2"
"Far11",3.67791794504818e-06,0.70474529844724,0.343,0.212,0.0924224000411158,"Adipocytes","Far1"
"Clstn12",4.28776198350459e-06,0.347686250164928,0.394,0.24,0.107747170883487,"Adipocytes","Clstn1"
"Smim10l12",4.88320324689611e-06,0.372127208833081,0.403,0.256,0.122710014391252,"Adipocytes","Smim10l1"
"Ddrgk1",4.95481164882357e-06,0.443062651252161,0.572,0.396,0.124509461923288,"Adipocytes","Ddrgk1"
"Sfr12",5.0458937826222e-06,0.356125977771773,0.636,0.467,0.126798264863513,"Adipocytes","Sfr1"
"Micos101",5.05888995078544e-06,0.390505233037652,0.669,0.496,0.127124845573287,"Adipocytes","Micos10"
"Higd2a",5.18564196924222e-06,0.417465268814257,0.555,0.38,0.130309997045088,"Adipocytes","Higd2a"
"Mark21",5.44942224220391e-06,0.507782480108003,0.364,0.225,0.136938531524342,"Adipocytes","Mark2"
"Usp25",5.77765168321451e-06,0.413728890584616,0.424,0.273,0.145186609147497,"Adipocytes","Usp25"
"Nme7",6.14192838350097e-06,0.673533637279249,0.254,0.145,0.154340518348996,"Adipocytes","Nme7"
"Sat11",6.19982626469105e-06,0.251696340675938,0.716,0.538,0.155795434205421,"Adipocytes","Sat1"
"Cpne31",6.54786994096713e-06,0.454557828422982,0.381,0.238,0.164541423746563,"Adipocytes","Cpne3"
"Mrpl232",6.64752754445435e-06,0.517061937516663,0.504,0.361,0.167045719664593,"Adipocytes","Mrpl23"
"Pdxdc1",6.75527404987375e-06,0.74301223349202,0.258,0.15,0.169753281599278,"Adipocytes","Pdxdc1"
"Marc21",6.78382959746616e-06,0.394326814441247,0.487,0.332,0.170470853954727,"Adipocytes","Marc2"
"Mrpl172",6.88388464250365e-06,0.489375859527409,0.415,0.275,0.172985137181474,"Adipocytes","Mrpl17"
"Mrpl531",7.35840763597085e-06,0.646764017860329,0.309,0.189,0.184909425484311,"Adipocytes","Mrpl53"
"Ergic31",7.366914423696e-06,0.614040306833496,0.394,0.26,0.185123192553057,"Adipocytes","Ergic3"
"Cldn3",7.42401663340148e-06,0.400439641179248,0.318,0.19,0.186558113980746,"Adipocytes","Cldn3"
"Trappc6a",7.46936296181446e-06,0.594020113681061,0.318,0.196,0.187697621867436,"Adipocytes","Trappc6a"
"Pim31",7.64335356062285e-06,0.506340036711692,0.314,0.188,0.192069831624892,"Adipocytes","Pim3"
"Sesn31",7.76208251613227e-06,0.647476959748515,0.314,0.191,0.195053371547888,"Adipocytes","Sesn3"
"Zmym5",8.33885983182923e-06,0.563431015982284,0.28,0.164,0.209547208714037,"Adipocytes","Zmym5"
"Rpn2",8.54842299187991e-06,0.467782017915943,0.458,0.31,0.21481332136295,"Adipocytes","Rpn2"
"Gna112",8.67962606575131e-06,0.617761607693097,0.254,0.144,0.218110323406265,"Adipocytes","Gna11"
"Larp1b1",8.77968879279285e-06,0.69406873578766,0.25,0.144,0.220624799674092,"Adipocytes","Larp1b"
"Keap1",9.81634630871773e-06,0.716303535493222,0.267,0.156,0.246674966391768,"Adipocytes","Keap1"
"Mrps18a1",9.96855030488921e-06,0.539074033510674,0.28,0.164,0.250499700611561,"Adipocytes","Mrps18a"
"Phactr22",1.00659800844157e-05,0.53290223974695,0.301,0.181,0.252948013541283,"Adipocytes","Phactr2"
"Oxct12",1.02551342312438e-05,0.486498530650128,0.381,0.243,0.257701268096925,"Adipocytes","Oxct1"
"Canx3",1.02893202749732e-05,0.384518188622208,0.653,0.482,0.258560329189803,"Adipocytes","Canx"
"Etfa1",1.05684798811098e-05,0.563517303447907,0.394,0.259,0.265575330932408,"Adipocytes","Etfa"
"Dtymk2",1.18260065140713e-05,0.61330017326908,0.28,0.166,0.297175717692097,"Adipocytes","Dtymk"
"Cope1",1.21532979231326e-05,0.308565951600998,0.547,0.372,0.305400223510398,"Adipocytes","Cope"
"Wdr612",1.31576399572482e-05,0.556638105551603,0.335,0.213,0.330638334485689,"Adipocytes","Wdr61"
"Sntb22",1.35390747595127e-05,0.565150977910011,0.25,0.142,0.340223409631794,"Adipocytes","Sntb2"
"Hsd17b102",1.41395460605133e-05,0.477392566731688,0.377,0.243,0.355312652954639,"Adipocytes","Hsd17b10"
"Gm424182",1.41798078551372e-05,0.517053764022168,0.932,0.962,0.356324391591743,"Adipocytes","Gm42418"
"Lsm81",1.46456936797122e-05,0.482105707153427,0.369,0.237,0.368031636477489,"Adipocytes","Lsm8"
"Cyc11",1.49742991353193e-05,0.464515892615202,0.466,0.336,0.37628916297144,"Adipocytes","Cyc1"
"Lrpap11",1.55982973159585e-05,0.553782786968504,0.322,0.201,0.39196961325272,"Adipocytes","Lrpap1"
"Slc38a22",1.56541088751097e-05,0.267968523244603,0.669,0.508,0.393372101922631,"Adipocytes","Slc38a2"
"mt-Nd12",1.67222112225046e-05,0.334180882810628,0.983,0.974,0.420212445810319,"Adipocytes","mt-Nd1"
"Nucb11",1.67282593365512e-05,0.470424290770176,0.39,0.259,0.420364428868196,"Adipocytes","Nucb1"
"Nop101",1.69909658903976e-05,0.375943300172661,0.555,0.392,0.426965981859802,"Adipocytes","Nop10"
"Uqcc22",1.70522996595269e-05,0.358908569824729,0.487,0.343,0.428507238144252,"Adipocytes","Uqcc2"
"Mprip2",1.74929876726815e-05,0.387247719702143,0.373,0.236,0.439581287226814,"Adipocytes","Mprip"
"Ndufb6",1.84104452195373e-05,0.45199297920889,0.492,0.339,0.462636077921754,"Adipocytes","Ndufb6"
"Irak1",1.91535795142169e-05,0.525484018533727,0.309,0.192,0.481310299612757,"Adipocytes","Irak1"
"Bex32",1.91761736612345e-05,0.609181318956791,0.377,0.25,0.481878067933163,"Adipocytes","Bex3"
"Hibadh1",2.10746437199559e-05,0.454284069443735,0.314,0.192,0.529584722038771,"Adipocytes","Hibadh"
"Ndufs8",2.14185686622833e-05,0.379146485164998,0.479,0.335,0.538227211914516,"Adipocytes","Ndufs8"
"Rpn12",2.2049748293601e-05,0.334839936554864,0.496,0.332,0.554088124869899,"Adipocytes","Rpn1"
"Acsl51",2.21546373137169e-05,0.548518246937494,0.254,0.146,0.556723881056392,"Adipocytes","Acsl5"
"Zbtb381",2.2925457587004e-05,0.563114839769803,0.314,0.195,0.576093823703824,"Adipocytes","Zbtb38"
"Las1l1",2.38769944883955e-05,0.627278213442222,0.25,0.145,0.600004994498889,"Adipocytes","Las1l"
"Pcbd2",2.62790717024287e-05,0.599841903140361,0.275,0.167,0.660366792810331,"Adipocytes","Pcbd2"
"Pop51",2.79922804051608e-05,0.32440745057154,0.369,0.238,0.703418014301287,"Adipocytes","Pop5"
"Ndufa71",2.80153036743684e-05,0.267350357365571,0.801,0.686,0.703996566033203,"Adipocytes","Ndufa7"
"Drap11",2.83717454135964e-05,0.325771292880344,0.602,0.435,0.712953590498263,"Adipocytes","Drap1"
"Ctnnb12",2.93176300681839e-05,0.38047641172308,0.542,0.384,0.736722725983394,"Adipocytes","Ctnnb1"
"H1f03",3.0526602254669e-05,0.539287325786684,0.309,0.196,0.767102988057576,"Adipocytes","H1f0"
"Sult1d1",3.22483941091116e-05,0.972264499495591,0.352,0.247,0.810369895567866,"Adipocytes","Sult1d1"
"Egln2",3.46156092980805e-05,0.547056238423754,0.267,0.16,0.869855646051465,"Adipocytes","Egln2"
"Psmd16",3.47898190193757e-05,0.533076951362335,0.415,0.282,0.874233362137893,"Adipocytes","Psmd1"
"4632427E13Rik",3.58538160090721e-05,0.570319150725236,0.271,0.163,0.900970542491972,"Adipocytes","4632427E13Rik"
"Fmc12",3.60550411893563e-05,0.640944118730602,0.331,0.215,0.906027130047333,"Adipocytes","Fmc1"
"Hacd2",3.63092111224067e-05,0.713053790980237,0.267,0.162,0.912414166294957,"Adipocytes","Hacd2"
"Hspe11",3.78122361040285e-05,0.259845985351422,0.636,0.459,0.950183681058131,"Adipocytes","Hspe1"
"Mknk2",3.95805598731265e-05,0.5405174906744,0.314,0.194,0.994619889051796,"Adipocytes","Mknk2"
"Rif11",3.99291608551285e-05,0.59772652789057,0.326,0.213,1,"Adipocytes","Rif1"
"Cct41",4.0733960169973e-05,0.472853630033795,0.462,0.326,1,"Adipocytes","Cct4"
"Atf32",4.16213791289175e-05,0.446717246254948,0.547,0.437,1,"Adipocytes","Atf3"
"Foxn32",4.33085491123361e-05,0.394368113298397,0.398,0.259,1,"Adipocytes","Foxn3"
"Naa382",4.42526596871328e-05,0.571677370139301,0.377,0.25,1,"Adipocytes","Naa38"
"Pts",4.43256739148384e-05,0.551687171380945,0.331,0.217,1,"Adipocytes","Pts"
"Commd11",4.57630928200509e-05,0.435637674760216,0.386,0.261,1,"Adipocytes","Commd1"
"Vps13a1",4.61633321284689e-05,0.505108842308064,0.309,0.197,1,"Adipocytes","Vps13a"
"Npm32",4.68803566962344e-05,0.301270625815057,0.301,0.181,1,"Adipocytes","Npm3"
"Llph1",4.77561601365572e-05,0.331844385618462,0.508,0.359,1,"Adipocytes","Llph"
"Mrpl541",4.78443777970124e-05,0.469302500265552,0.424,0.294,1,"Adipocytes","Mrpl54"
"Rtraf1",4.83842200912696e-05,0.339123993215266,0.597,0.451,1,"Adipocytes","Rtraf"
"Yif1a",5.17473805491683e-05,0.552779821056323,0.258,0.155,1,"Adipocytes","Yif1a"
"Mib11",5.33967655881507e-05,0.464068756548243,0.25,0.149,1,"Adipocytes","Mib1"
"Churc11",6.10706978632487e-05,0.569963705550168,0.373,0.255,1,"Adipocytes","Churc1"
"Ppa21",6.39830166725262e-05,0.558756668637569,0.263,0.162,1,"Adipocytes","Ppa2"
"Tspan31",6.85822499678473e-05,0.372836723879985,0.36,0.232,1,"Adipocytes","Tspan3"
"Rabac12",7.41292774489924e-05,0.321647013627587,0.801,0.677,1,"Adipocytes","Rabac1"
"Nfe2l12",7.47326079148217e-05,0.38506037673684,0.432,0.301,1,"Adipocytes","Nfe2l1"
"Tbca",7.47792410063784e-05,0.257279505254559,0.686,0.502,1,"Adipocytes","Tbca"
"Chd61",7.62662214459196e-05,0.371559691535977,0.381,0.251,1,"Adipocytes","Chd6"
"Naxd1",7.68480458572669e-05,0.375811763682733,0.343,0.227,1,"Adipocytes","Naxd"
"Glrx21",8.02748660016303e-05,0.53304588619406,0.331,0.22,1,"Adipocytes","Glrx2"
"Mrps341",8.19532487607265e-05,0.627271652898034,0.305,0.198,1,"Adipocytes","Mrps34"
"Atraid1",8.30595300127904e-05,0.353297205782381,0.398,0.268,1,"Adipocytes","Atraid"
"Eea12",8.36608733732989e-05,0.333743169824121,0.356,0.234,1,"Adipocytes","Eea1"
"Immp1l2",8.7698261382048e-05,0.556189666686445,0.28,0.176,1,"Adipocytes","Immp1l"
"Notch12",8.77301375780654e-05,0.494132828432948,0.254,0.153,1,"Adipocytes","Notch1"
"Ssr12",8.77673880703647e-05,0.459331380110961,0.415,0.288,1,"Adipocytes","Ssr1"
"Arl4a2",9.2156586482118e-05,0.393078690125178,0.339,0.222,1,"Adipocytes","Arl4a"
"Chmp31",9.4825136019105e-05,0.438169348124437,0.428,0.304,1,"Adipocytes","Chmp3"
"Sec23b",9.57436695074352e-05,0.661355150837759,0.258,0.16,1,"Adipocytes","Sec23b"
"Vps36",9.80573795435052e-05,0.370559531989811,0.386,0.259,1,"Adipocytes","Vps36"
"Srp722",0.000105766171022334,0.432641540439231,0.411,0.287,1,"Adipocytes","Srp72"
"Eif3k2",0.000108262749382361,0.27434831861301,0.758,0.606,1,"Adipocytes","Eif3k"
"Hk22",0.000109884831600248,0.770802410134343,0.267,0.168,1,"Adipocytes","Hk2"
"Pomp1",0.000110824361023967,0.309458010429948,0.822,0.687,1,"Adipocytes","Pomp"
"Hdac21",0.000111820372226878,0.495672767389169,0.258,0.16,1,"Adipocytes","Hdac2"
"Dnajc211",0.000121321423511897,0.416069387325339,0.339,0.229,1,"Adipocytes","Dnajc21"
"Alg5",0.000126026933245629,0.572438863847386,0.305,0.201,1,"Adipocytes","Alg5"
"Ccdc47",0.000128641095385268,0.281664341218599,0.415,0.284,1,"Adipocytes","Ccdc47"
"Smim151",0.00013365240469229,0.335889960728684,0.28,0.172,1,"Adipocytes","Smim15"
"Gnaq3",0.000134238569407891,0.365424518352001,0.314,0.2,1,"Adipocytes","Gnaq"
"Wdr891",0.00013560512864825,0.501553022881753,0.271,0.17,1,"Adipocytes","Wdr89"
"Usp341",0.000145812658432984,0.344547448666361,0.487,0.349,1,"Adipocytes","Usp34"
"Gnl32",0.000146543486647761,0.35909149578349,0.288,0.182,1,"Adipocytes","Gnl3"
"Sar1b",0.000152896603013964,0.358077061732697,0.407,0.283,1,"Adipocytes","Sar1b"
"Gtf2i2",0.000154100632848481,0.522060528899818,0.352,0.238,1,"Adipocytes","Gtf2i"
"Cnpy22",0.000156207120892521,0.407232624863171,0.445,0.316,1,"Adipocytes","Cnpy2"
"Ctdsp22",0.000158936243216401,0.470210316306491,0.305,0.195,1,"Adipocytes","Ctdsp2"
"Tmed2",0.000160239631880788,0.365638693857221,0.669,0.52,1,"Adipocytes","Tmed2"
"Ndufb91",0.000162705019815943,0.302974118239151,0.877,0.783,1,"Adipocytes","Ndufb9"
"Cyhr11",0.000163727093374743,0.470933688192505,0.297,0.191,1,"Adipocytes","Cyhr1"
"Plp21",0.000169602370031045,0.28566044518935,0.258,0.155,1,"Adipocytes","Plp2"
"Ddt1",0.000171725011592758,0.293285936536961,0.377,0.254,1,"Adipocytes","Ddt"
"Psmd31",0.000176162423061942,0.401782784173775,0.292,0.188,1,"Adipocytes","Psmd3"
"Ppp6c",0.000176335748491838,0.525483305272624,0.25,0.154,1,"Adipocytes","Ppp6c"
"mt-Nd61",0.000178308566911834,0.614482580923626,0.347,0.239,1,"Adipocytes","mt-Nd6"
"Anapc131",0.000208856855271434,0.405418301063191,0.483,0.354,1,"Adipocytes","Anapc13"
"Brd32",0.000213888041620886,0.479262938788663,0.305,0.2,1,"Adipocytes","Brd3"
"mt-Atp82",0.000217310868947222,0.523052444993135,0.602,0.504,1,"Adipocytes","mt-Atp8"
"1110004F10Rik2",0.00022310815113564,0.284606830069899,0.517,0.372,1,"Adipocytes","1110004F10Rik"
"Bbx1",0.000231078017148412,0.372685120372313,0.335,0.217,1,"Adipocytes","Bbx"
"Tmco12",0.000232175875818569,0.364342371533003,0.449,0.325,1,"Adipocytes","Tmco1"
"Tm9sf31",0.000247728591610402,0.345756021666289,0.708,0.56,1,"Adipocytes","Tm9sf3"
"Ythdf2",0.000258265197629103,0.324989871499748,0.258,0.16,1,"Adipocytes","Ythdf2"
"Ufm1",0.000268675001499033,0.436793278090433,0.352,0.247,1,"Adipocytes","Ufm1"
"Psma41",0.000277395913293502,0.353728727006041,0.581,0.439,1,"Adipocytes","Psma4"
"Gfpt1",0.000277564879327549,0.521389060575279,0.309,0.202,1,"Adipocytes","Gfpt1"
"Cox7a2l1",0.000297159673508242,0.265785791566663,0.822,0.714,1,"Adipocytes","Cox7a2l"
"Luc7l1",0.000308662731977914,0.38918256716916,0.271,0.172,1,"Adipocytes","Luc7l"
"Afdn1",0.000310451726383499,0.265501374636299,0.343,0.228,1,"Adipocytes","Afdn"
"Fetub",0.000310483431487385,0.566263745343655,0.271,0.169,1,"Adipocytes","Fetub"
"Ddx11",0.000315770794734613,0.539292867019523,0.271,0.175,1,"Adipocytes","Ddx1"
"Psmb21",0.000315847852952831,0.288556161644001,0.581,0.444,1,"Adipocytes","Psmb2"
"Mat2a2",0.000320513977802433,0.287224955214551,0.475,0.336,1,"Adipocytes","Mat2a"
"Ndufa61",0.000338970798290108,0.276263645859079,0.763,0.644,1,"Adipocytes","Ndufa6"
"Naa101",0.000357338599807005,0.432798965520919,0.284,0.184,1,"Adipocytes","Naa10"
"Mrpl571",0.000379969595319882,0.378121597656137,0.458,0.336,1,"Adipocytes","Mrpl57"
"Eif4g12",0.000382023663078292,0.461125756674092,0.453,0.342,1,"Adipocytes","Eif4g1"
"Strn32",0.000468479559727875,0.46234855102814,0.343,0.24,1,"Adipocytes","Strn3"
"Mrpl132",0.000470497807878208,0.423481657629923,0.297,0.197,1,"Adipocytes","Mrpl13"
"Acbd61",0.000472499601500579,0.445847984294038,0.309,0.207,1,"Adipocytes","Acbd6"
"Fnta2",0.000474275593504093,0.435348130904663,0.258,0.165,1,"Adipocytes","Fnta"
"Pgd1",0.000484338472507439,0.4652971818252,0.326,0.224,1,"Adipocytes","Pgd"
"Zfas11",0.000485063574682454,0.366055308818868,0.39,0.273,1,"Adipocytes","Zfas1"
"Mrpl121",0.000492623908033303,0.554840810474899,0.326,0.227,1,"Adipocytes","Mrpl12"
"Cisd1",0.000561257462138545,0.266321928289847,0.386,0.268,1,"Adipocytes","Cisd1"
"Tecr",0.000561409869669285,0.316125167020136,0.542,0.407,1,"Adipocytes","Tecr"
"Mrps121",0.000572546339735069,0.416409844280254,0.347,0.245,1,"Adipocytes","Mrps12"
"1810037I17Rik2",0.00058820678579201,0.250927926092403,0.703,0.566,1,"Adipocytes","1810037I17Rik"
"Chp1",0.00061382866736583,0.429695096094546,0.25,0.159,1,"Adipocytes","Chp1"
"Srek12",0.000619851758171274,0.410074485039941,0.343,0.236,1,"Adipocytes","Srek1"
"Thra2",0.000624038356384371,0.305177013510503,0.275,0.178,1,"Adipocytes","Thra"
"Bcap31",0.000635801347076382,0.313178731223763,0.568,0.418,1,"Adipocytes","Bcap31"
"Ndufc12",0.000667541787864763,0.277962970731062,0.653,0.505,1,"Adipocytes","Ndufc1"
"Nop142",0.00067105547164555,0.442148543866375,0.25,0.159,1,"Adipocytes","Nop14"
