"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Cbr11",3.2716783277001e-15,1.12802858325343,0.407,0.197,8.22140046967759e-11,"Adipocytes","Cbr1"
"Jup1",3.70039265483503e-15,1.17244160884325,0.339,0.15,9.29871670233495e-11,"Adipocytes","Jup"
"Hspa1a1",3.97313762784415e-15,0.982101145739151,0.292,0.117,9.98409754500956e-11,"Adipocytes","Hspa1a"
"Cstb2",6.49302236283521e-15,0.736708612314341,0.674,0.428,1.63163158955686e-10,"Adipocytes","Cstb"
"Cenpb2",9.21633754238044e-15,0.906177204799498,0.508,0.274,2.31597346102478e-10,"Adipocytes","Cenpb"
"Asph2",9.30822148393711e-15,0.930489641121429,0.377,0.17,2.33906297669856e-10,"Adipocytes","Asph"
"Atp13a32",1.10687438081488e-14,1.01723421306041,0.419,0.204,2.78146463154971e-10,"Adipocytes","Atp13a3"
"Rps62",1.1460188235473e-14,0.446736560132444,0.979,0.96,2.87983070169201e-10,"Adipocytes","Rps6"
"Golim43",1.22182057636645e-14,0.830479091149974,0.377,0.176,3.07031292635126e-10,"Adipocytes","Golim4"
"Rps173",1.97461714641557e-14,0.429191293939012,0.987,0.956,4.9620154272277e-10,"Adipocytes","Rps17"
"mt-Co31",2.20744766388109e-14,0.463309500593197,0.996,0.994,5.54709523456679e-10,"Adipocytes","mt-Co3"
"Map7",2.35693485022708e-14,1.39269333009852,0.267,0.109,5.92274158513563e-10,"Adipocytes","Map7"
"Dynlt31",2.64453219272057e-14,0.874369964664374,0.517,0.279,6.64544494708752e-10,"Adipocytes","Dynlt3"
"Cmtm81",2.69959104428035e-14,1.11055724454928,0.284,0.114,6.7838023351721e-10,"Adipocytes","Cmtm8"
"Galm",2.71175173802499e-14,0.584873920461397,0.25,0.093,6.814360942483e-10,"Adipocytes","Galm"
"Smim22",2.92864205737753e-14,1.13610752890937,0.309,0.135,7.35938462598399e-10,"Adipocytes","Smim22"
"Agr2",3.04402713436782e-14,1.01242057210496,0.25,0.093,7.64933578595288e-10,"Adipocytes","Agr2"
"Mrps282",3.28043315922983e-14,0.964171732100907,0.386,0.184,8.24340048582863e-10,"Adipocytes","Mrps28"
"Rps192",3.59354526641811e-14,0.412247357773142,0.996,0.969,9.03021989998207e-10,"Adipocytes","Rps19"
"Lima12",4.8345499394764e-14,0.680296820123177,0.445,0.219,1.21487405429102e-09,"Adipocytes","Lima1"
"Mtln1",5.08122111117378e-14,0.970348719359114,0.373,0.176,1.27686005302686e-09,"Adipocytes","Mtln"
"Rpl82",5.12771684740778e-14,0.388827099086167,0.996,0.987,1.2885439665851e-09,"Adipocytes","Rpl8"
"Spr1",5.55742421978987e-14,1.23050417882949,0.318,0.141,1.396525132191e-09,"Adipocytes","Spr"
"Papss11",5.979885765033e-14,1.10594181367777,0.322,0.146,1.50268549389514e-09,"Adipocytes","Papss1"
"Ikzf2",6.56083200232162e-14,0.661539709942673,0.377,0.177,1.6486714738634e-09,"Adipocytes","Ikzf2"
"Tmbim11",8.21341385871122e-14,1.10206195333475,0.318,0.143,2.06394876855554e-09,"Adipocytes","Tmbim1"
"Utp14b",8.35146574535781e-14,1.26739653939843,0.254,0.101,2.09863982715096e-09,"Adipocytes","Utp14b"
"Arrdc4",1.00721390310368e-13,1.00710194274971,0.258,0.103,2.53102781710924e-09,"Adipocytes","Arrdc4"
"Mpc21",1.27523906531656e-13,0.674543913555936,0.712,0.5,3.20454824723398e-09,"Adipocytes","Mpc2"
"Cpd3",1.36766375929709e-13,0.630670920308734,0.483,0.247,3.43680226073765e-09,"Adipocytes","Cpd"
"Rpl232",1.38934256327079e-13,0.36894319657537,0.992,0.995,3.49127892724317e-09,"Adipocytes","Rpl23"
"mt-Nd4l1",1.52132662791548e-13,0.614499187235071,0.89,0.783,3.82294168328881e-09,"Adipocytes","mt-Nd4l"
"Twsg11",1.60197121183399e-13,1.16637149588351,0.284,0.119,4.02559345821765e-09,"Adipocytes","Twsg1"
"Slc25a52",1.64011422652044e-13,0.543188460235812,0.915,0.797,4.12144303982322e-09,"Adipocytes","Slc25a5"
"Rpl242",1.86279327738694e-13,0.363205803456243,0.992,0.988,4.68101322674564e-09,"Adipocytes","Rpl24"
"Kdsr",1.93410688716736e-13,1.23954872811214,0.254,0.1,4.86021719676287e-09,"Adipocytes","Kdsr"
"Polr2h1",2.50254521218594e-13,1.20045422338763,0.267,0.109,6.28864586370204e-09,"Adipocytes","Polr2h"
"Rnh1",2.55795168414161e-13,0.69935306236759,0.602,0.357,6.42787678707945e-09,"Adipocytes","Rnh1"
"Hmgn13",2.72770627798923e-13,0.631324086576048,0.75,0.495,6.85445310595912e-09,"Adipocytes","Hmgn1"
"Fam241a1",3.35212444711656e-13,0.972065686145437,0.343,0.162,8.4235535231592e-09,"Adipocytes","Fam241a"
"Rpl301",3.77351786106124e-13,0.397713247937935,0.987,0.991,9.48247303306079e-09,"Adipocytes","Rpl30"
"Itm2b3",3.92270601391711e-13,0.2848581293643,0.992,0.972,9.8573679423723e-09,"Adipocytes","Itm2b"
"Slc44a1",3.97673279797701e-13,1.02934105182518,0.258,0.103,9.99313184803642e-09,"Adipocytes","Slc44a1"
"Uqcr112",4.26334073791592e-13,0.548969243186104,0.847,0.659,1.07133489403089e-08,"Adipocytes","Uqcr11"
"Mdh1",4.46394741355166e-13,0.538836949138165,0.843,0.607,1.1217453455514e-08,"Adipocytes","Mdh1"
"Tef1",6.84944228700193e-13,1.11828400486807,0.288,0.125,1.72119635230072e-08,"Adipocytes","Tef"
"Blvrb3",8.48199072371891e-13,0.317211110528567,0.513,0.266,2.13143944896333e-08,"Adipocytes","Blvrb"
"Ptgs11",8.94153471008035e-13,0.688071197455586,0.258,0.102,2.24691825729609e-08,"Adipocytes","Ptgs1"
"Ndufa121",9.29744107886972e-13,0.735187032040807,0.644,0.412,2.33635396870917e-08,"Adipocytes","Ndufa12"
"Rpl43",1.01688656431888e-12,0.411058497975146,0.949,0.904,2.55533424747692e-08,"Adipocytes","Rpl4"
"Dgcr6",1.03532258350424e-12,1.19889327133005,0.301,0.137,2.60166212008781e-08,"Adipocytes","Dgcr6"
"Kcnk1",1.04187594758328e-12,1.07699459697759,0.263,0.108,2.61813006868201e-08,"Adipocytes","Kcnk1"
"Tfdp22",1.09957328144231e-12,1.08364501560765,0.288,0.127,2.76311769893639e-08,"Adipocytes","Tfdp2"
"Tead11",1.12215238749898e-12,1.24221670444106,0.267,0.114,2.81985673454618e-08,"Adipocytes","Tead1"
"Sap301",1.20048890780907e-12,0.946615900896207,0.352,0.169,3.01670857643342e-08,"Adipocytes","Sap30"
"Tceal93",1.24565447155815e-12,1.04688352852015,0.559,0.347,3.13020512157847e-08,"Adipocytes","Tceal9"
"Pgap2",1.28225202628382e-12,1.02716153906038,0.335,0.156,3.22217111684861e-08,"Adipocytes","Pgap2"
"Dst3",1.38589564436254e-12,0.853882641779354,0.462,0.247,3.48261716471862e-08,"Adipocytes","Dst"
"Crim12",1.43530330815744e-12,0.680094048828304,0.347,0.161,3.60677368306883e-08,"Adipocytes","Crim1"
"Micos131",1.49081254497135e-12,0.697904578495243,0.674,0.452,3.7462628442585e-08,"Adipocytes","Micos13"
"Coq71",1.4974622274e-12,0.893672899630292,0.339,0.16,3.76297283123345e-08,"Adipocytes","Coq7"
"Ctnna12",1.50452227166189e-12,0.677411406751227,0.555,0.323,3.78071401645917e-08,"Adipocytes","Ctnna1"
"Plin31",1.71761176937311e-12,1.09708064506212,0.305,0.139,4.31618661525769e-08,"Adipocytes","Plin3"
"Pfdn12",1.72153908420309e-12,0.731390612109308,0.559,0.332,4.32605556469395e-08,"Adipocytes","Pfdn1"
"Ndufv12",2.73269910693978e-12,0.965516112314082,0.441,0.242,6.86699958582898e-08,"Adipocytes","Ndufv1"
"Slc35b1",2.93648794460313e-12,1.02768964241542,0.364,0.183,7.3791005559932e-08,"Adipocytes","Slc35b1"
"H2afj1",3.27657618817511e-12,0.513224634820671,0.784,0.557,8.23370830326524e-08,"Adipocytes","H2afj"
"Cfh2",3.36712057375836e-12,0.5242650252376,0.284,0.121,8.46123728979738e-08,"Adipocytes","Cfh"
"Rpl112",3.39182113841839e-12,0.382763001440717,0.996,0.984,8.52330733873158e-08,"Adipocytes","Rpl11"
"Rab3d",3.95809624465973e-12,1.05920625051263,0.25,0.104,9.94630005320545e-08,"Adipocytes","Rab3d"
"Ezr1",4.54470681079491e-12,0.516636301925154,0.602,0.346,1.14203937448465e-07,"Adipocytes","Ezr"
"Rpl72",5.296495549101e-12,0.374739256550132,0.992,0.98,1.33095636653359e-07,"Adipocytes","Rpl7"
"Chmp2b2",6.03410903806313e-12,0.926955798805401,0.381,0.197,1.51631126017488e-07,"Adipocytes","Chmp2b"
"Arhgef122",6.05287581262242e-12,0.724146403019507,0.449,0.235,1.52102716295389e-07,"Adipocytes","Arhgef12"
"Slc25a36",6.06404998352607e-12,1.18800126658154,0.301,0.137,1.52383512036027e-07,"Adipocytes","Slc25a36"
"Polr2f1",7.88208112612258e-12,0.653141831342215,0.551,0.319,1.98068816618334e-07,"Adipocytes","Polr2f"
"Chpt11",1.0085127994073e-11,0.594110774216606,0.394,0.201,2.53429181363061e-07,"Adipocytes","Chpt1"
"Cbx61",1.66396374442218e-11,0.985998193406968,0.318,0.151,4.1813744933585e-07,"Adipocytes","Cbx6"
"Mnat1",1.78089970052544e-11,1.12533065567203,0.263,0.114,4.47522285745037e-07,"Adipocytes","Mnat1"
"Atp5b1",1.87805977911525e-11,0.411370881184703,0.932,0.833,4.71937641893871e-07,"Adipocytes","Atp5b"
"Mgat4b",1.96926777677905e-11,0.947970838938705,0.284,0.128,4.94857299626808e-07,"Adipocytes","Mgat4b"
"Rpl312",2.26679377637762e-11,0.411325829735136,0.962,0.907,5.69622608065933e-07,"Adipocytes","Rpl31"
"Rps282",2.7313484479111e-11,0.471817202589297,0.987,0.963,6.86360551475581e-07,"Adipocytes","Rps28"
"Dag12",2.75591404044371e-11,0.870577506179256,0.331,0.163,6.925336392231e-07,"Adipocytes","Dag1"
"Epb41l4aos1",2.80070867575589e-11,1.00555498450511,0.284,0.129,7.03790083130696e-07,"Adipocytes","Epb41l4aos"
"Hdgf2",2.89202049475638e-11,0.630735942457949,0.593,0.371,7.26735830127331e-07,"Adipocytes","Hdgf"
"Rpl182",2.94807569928231e-11,0.320739470924504,0.996,0.981,7.40821942472653e-07,"Adipocytes","Rpl18"
"Galnt21",3.21189724963369e-11,1.02321315763583,0.305,0.145,8.07117659860451e-07,"Adipocytes","Galnt2"
"F11r2",3.55068981140522e-11,0.845775184407373,0.347,0.172,8.92252842708019e-07,"Adipocytes","F11r"
"Pebp12",3.55898847892792e-11,0.417954209389048,0.678,0.415,8.94338214869797e-07,"Adipocytes","Pebp1"
"Vezf12",3.88597268698757e-11,0.853210960518576,0.424,0.237,9.76506076513107e-07,"Adipocytes","Vezf1"
"Hspa92",4.41248744898098e-11,0.783837248731347,0.47,0.268,1.10881397105443e-06,"Adipocytes","Hspa9"
"Psmd72",4.77068646114222e-11,0.685024297283715,0.572,0.352,1.19882580082043e-06,"Adipocytes","Psmd7"
"Il6st2",4.83312070065006e-11,0.714039109572282,0.36,0.181,1.21451490086635e-06,"Adipocytes","Il6st"
"Rps122",5.09242716227040e-11,0.337164367074187,0.992,0.992,1.27967602160693e-06,"Adipocytes","Rps12"
"Clpp1",5.45659000282984e-11,0.978379076602091,0.318,0.153,1.37118650181111e-06,"Adipocytes","Clpp"
"Fosb3",5.77226495428161e-11,0.750954322052769,0.665,0.48,1.45051246036142e-06,"Adipocytes","Fosb"
"Zfp6081",6.06006144283207e-11,0.840593096242417,0.331,0.162,1.52283283996927e-06,"Adipocytes","Zfp608"
"Dnase2a1",6.45451897969799e-11,0.906531982946736,0.28,0.128,1.62195607440831e-06,"Adipocytes","Dnase2a"
"Naca2",6.77931708683934e-11,0.40052225689863,0.966,0.948,1.70357459075186e-06,"Adipocytes","Naca"
"Anxa53",6.86106503019064e-11,0.620914930937494,0.733,0.535,1.72411703143661e-06,"Adipocytes","Anxa5"
"Actn42",6.90186573628136e-11,0.570672880464122,0.53,0.314,1.73436984087014e-06,"Adipocytes","Actn4"
"Iqgap2",8.95792343103022e-11,0.875073737146102,0.424,0.23,2.25103657898358e-06,"Adipocytes","Iqgap2"
"Rpl103",9.12563100059799e-11,0.350168623717133,0.987,0.959,2.29317981414027e-06,"Adipocytes","Rpl10"
"Add31",9.28870056369308e-11,0.632220905844894,0.432,0.233,2.33415756465043e-06,"Adipocytes","Add3"
"Rpl122",9.32884909512425e-11,0.329468415562368,0.992,0.945,2.34424648911377e-06,"Adipocytes","Rpl12"
"Rpl10a2",1.16355013904745e-10,0.357880008427955,0.979,0.944,2.92388514441234e-06,"Adipocytes","Rpl10a"
"Itpr11",1.18094281733703e-10,0.937833142862569,0.322,0.159,2.96759120568623e-06,"Adipocytes","Itpr1"
"Cast3",1.18286009929553e-10,0.775839568206157,0.508,0.309,2.97240914351975e-06,"Adipocytes","Cast"
"Usp101",1.38365863007087e-10,0.991464107436525,0.254,0.115,3.47699577150509e-06,"Adipocytes","Usp10"
"Eef21",1.3963232336971e-10,0.393175729167958,0.936,0.883,3.50882065395745e-06,"Adipocytes","Eef2"
"Rps202",1.41403753233521e-10,0.273945958913772,0.992,0.982,3.55333491500516e-06,"Adipocytes","Rps20"
"Tob12",1.42464319160732e-10,0.839151426630006,0.386,0.206,3.57998587619004e-06,"Adipocytes","Tob1"
"Snhg82",1.4630662253259e-10,0.686668547872066,0.53,0.311,3.67653911762147e-06,"Adipocytes","Snhg8"
"Ak31",1.56258202443531e-10,0.678211582691775,0.305,0.144,3.9266123692035e-06,"Adipocytes","Ak3"
"Rpl352",1.84326723353763e-10,0.393226713297272,0.975,0.883,4.63194623115671e-06,"Adipocytes","Rpl35"
"Gipc1",1.87988029847074e-10,1.00017718723131,0.25,0.113,4.72395120202713e-06,"Adipocytes","Gipc1"
"Vkorc11",2.05261866898961e-10,0.768153853068178,0.339,0.17,5.15802545330399e-06,"Adipocytes","Vkorc1"
"Usp46",2.33493665383831e-10,0.908223778283474,0.263,0.12,5.8674623174303e-06,"Adipocytes","Usp46"
"Nfat52",2.54863643393017e-10,0.801675813193913,0.483,0.29,6.40446849482311e-06,"Adipocytes","Nfat5"
"Hmgcs11",2.58897791245749e-10,0.813000485101699,0.335,0.174,6.50584259621442e-06,"Adipocytes","Hmgcs1"
"Rps102",2.70220946959709e-10,0.296686596890258,0.992,0.992,6.79038217615052e-06,"Adipocytes","Rps10"
"Mt12",2.81686378395765e-10,0.315672858156576,0.839,0.654,7.07849700270717e-06,"Adipocytes","Mt1"
"Acadvl",3.01223817950101e-10,1.08950001410025,0.284,0.137,7.56945332126808e-06,"Adipocytes","Acadvl"
"Etfb2",3.40115734125772e-10,0.58500517057238,0.597,0.375,8.54676828284653e-06,"Adipocytes","Etfb"
"Mfsd6",3.78820516936748e-10,0.832261567480886,0.309,0.153,9.51938077010354e-06,"Adipocytes","Mfsd6"
"Dhrs41",4.19299531423897e-10,0.876704685113092,0.288,0.137,1.05365779251511e-05,"Adipocytes","Dhrs4"
"Prpf192",4.41099785470094e-10,0.909725688984298,0.347,0.183,1.1084396509078e-05,"Adipocytes","Prpf19"
"Rpl222",4.46805328555297e-10,0.342744756114365,0.979,0.928,1.12277711012661e-05,"Adipocytes","Rpl22"
"2310039H08Rik1",4.77278355173553e-10,0.840776945229229,0.305,0.151,1.19935277871562e-05,"Adipocytes","2310039H08Rik"
"Rpl372",5.04495938109643e-10,0.340088258523872,0.992,0.981,1.26774784287572e-05,"Adipocytes","Rpl37"
"Sertad12",5.80310007463264e-10,0.792516890074181,0.381,0.205,1.45826101775444e-05,"Adipocytes","Sertad1"
"Rpl322",5.85201930999218e-10,0.309938718869976,1,0.985,1.47055393240793e-05,"Adipocytes","Rpl32"
"Mrpl381",5.87753429042583e-10,1.03646621777222,0.258,0.121,1.47696559184111e-05,"Adipocytes","Mrpl38"
"Acaa1a1",6.69397055346506e-10,0.893778535733696,0.352,0.186,1.68212786038023e-05,"Adipocytes","Acaa1a"
"C1qbp2",6.87418548071984e-10,0.74907245782234,0.428,0.25,1.72741406945009e-05,"Adipocytes","C1qbp"
"Arid5b2",7.79605848722742e-10,0.694951730429302,0.475,0.279,1.95907153725538e-05,"Adipocytes","Arid5b"
"Acadl1",7.98129002536043e-10,0.700285858683113,0.47,0.281,2.00561837047282e-05,"Adipocytes","Acadl"
"Plxnb2",9.48808363225728e-10,0.81680179388612,0.318,0.16,2.38426053594993e-05,"Adipocytes","Plxnb2"
"Stk381",9.52839404572574e-10,0.675566791515262,0.53,0.339,2.39439013975042e-05,"Adipocytes","Stk38"
"Aamp1",1.08257960728381e-09,0.645832146993509,0.496,0.305,2.7204142951435e-05,"Adipocytes","Aamp"
"Phgdh1",1.09942525389817e-09,0.754590393133181,0.28,0.133,2.76274572052071e-05,"Adipocytes","Phgdh"
"Stt3a",1.12628654525493e-09,0.862758799916745,0.314,0.163,2.83024545957112e-05,"Adipocytes","Stt3a"
"Icam12",1.23598388209491e-09,0.915010660079147,0.347,0.185,3.10590389731629e-05,"Adipocytes","Icam1"
"Mrpl24",1.27233293730703e-09,0.651891117122144,0.453,0.268,3.19724543815884e-05,"Adipocytes","Mrpl24"
"Sox42",1.73255691087673e-09,0.784894965409916,0.331,0.173,4.35374226134214e-05,"Adipocytes","Sox4"
"Pafah1b31",1.89379906485097e-09,0.319645721901931,0.356,0.188,4.75892767006401e-05,"Adipocytes","Pafah1b3"
"Smarca22",1.92749776313146e-09,0.538308243091465,0.466,0.264,4.84360912897305e-05,"Adipocytes","Smarca2"
"Atp5g22",1.93848952943015e-09,0.382026976530204,0.915,0.827,4.87123033850504e-05,"Adipocytes","Atp5g2"
"Zfp703",1.99084868924574e-09,0.874329898054803,0.267,0.126,5.00280367120562e-05,"Adipocytes","Zfp703"
"Rpl212",2.3062278165229e-09,0.287403795326327,0.992,0.987,5.79531988014039e-05,"Adipocytes","Rpl21"
"Akr1a11",2.38911899048085e-09,0.433127371471894,0.784,0.59,6.00361711117932e-05,"Adipocytes","Akr1a1"
"Rnase42",2.67122394511344e-09,0.322057859154376,0.28,0.128,6.71251865167557e-05,"Adipocytes","Rnase4"
"Tm9sf4",2.70483195281422e-09,0.838897643149764,0.331,0.177,6.79697221422686e-05,"Adipocytes","Tm9sf4"
"Mcee",3.56039040063478e-09,0.548854399394224,0.339,0.179,8.94690503775513e-05,"Adipocytes","Mcee"
"Ndufa111",3.72219041390971e-09,0.495835550546039,0.729,0.513,9.35349229111371e-05,"Adipocytes","Ndufa11"
"Capns12",3.79072541281429e-09,0.564726117607942,0.623,0.432,9.52571388986102e-05,"Adipocytes","Capns1"
"Rpl152",3.97844796993171e-09,0.286737503068791,0.979,0.977,9.9974419036414e-05,"Adipocytes","Rpl15"
"Rps142",4.19377934361773e-09,0.282116707145806,0.992,0.996,0.00010538548112577,"Adipocytes","Rps14"
"Igbp1",4.26258380159583e-09,0.641355058631139,0.373,0.206,0.000107114468350302,"Adipocytes","Igbp1"
"Eif3m1",4.31644578998321e-09,0.54098674423598,0.64,0.441,0.000108467966256488,"Adipocytes","Eif3m"
"Eif3i1",4.55009322700936e-09,0.500943725393581,0.623,0.415,0.000114339292701518,"Adipocytes","Eif3i"
"Pigp1",5.29604153329947e-09,0.606479822849682,0.441,0.252,0.000133084227690282,"Adipocytes","Pigp"
"Sod2",5.80046790317295e-09,0.583474949452321,0.568,0.353,0.000145759957938833,"Adipocytes","Sod2"
"Ndufb11",6.72603517921096e-09,0.437209008454049,0.822,0.709,0.000169018538018392,"Adipocytes","Ndufb11"
"Plcb42",7.0153204154373e-09,0.664835636459439,0.335,0.18,0.000176287986719524,"Adipocytes","Plcb4"
"Rpl36al2",7.08657665369808e-09,0.277891914486807,0.979,0.876,0.000178078584730779,"Adipocytes","Rpl36al"
"Zfp266",7.23138990537326e-09,1.01591534975037,0.28,0.14,0.000181717596932125,"Adipocytes","Zfp266"
"Cat",7.47321505107215e-09,1.04038894155357,0.267,0.136,0.000187794421018392,"Adipocytes","Cat"
"Tpi12",8.1103854108508e-09,0.644139512411159,0.538,0.344,0.00020380587498927,"Adipocytes","Tpi1"
"Edem2",8.53060957844613e-09,1.14961268159059,0.25,0.122,0.000214365688096773,"Adipocytes","Edem2"
"Ndufs71",8.55787491623629e-09,0.627194411423397,0.631,0.441,0.000215050838770102,"Adipocytes","Ndufs7"
"Myo18a2",8.83410018230517e-09,0.797197307981251,0.271,0.135,0.000221992103481147,"Adipocytes","Myo18a"
"Maged11",9.91047468118442e-09,0.817509551067809,0.288,0.148,0.000249040318263483,"Adipocytes","Maged1"
"Pdha11",1.01584285411012e-08,0.642344494050076,0.398,0.228,0.000255271150809332,"Adipocytes","Pdha1"
"Slc25a42",1.0308146502165e-08,0.372362206846383,0.631,0.415,0.000259033413452905,"Adipocytes","Slc25a4"
"Higd1a1",1.0752728929225e-08,0.46989256224284,0.534,0.35,0.000270205325262495,"Adipocytes","Higd1a"
"Eef1g3",1.16033804500542e-08,0.404738473050795,0.801,0.599,0.000291581347329411,"Adipocytes","Eef1g"
"Rdx2",1.27029767708056e-08,0.342904932851409,0.597,0.382,0.000319213103273573,"Adipocytes","Rdx"
"Rpl27a2",1.27595531452844e-08,0.252496169268649,0.992,0.99,0.000320634810987852,"Adipocytes","Rpl27a"
"Polr2e1",1.47154060706813e-08,0.636018179866113,0.47,0.296,0.00036978343915015,"Adipocytes","Polr2e"
"Wdr431",1.50315282338306e-08,0.702912087815814,0.36,0.198,0.000377727272987928,"Adipocytes","Wdr43"
"Ndufb22",1.53962741764724e-08,0.626126319057218,0.551,0.368,0.000386892973780574,"Adipocytes","Ndufb2"
"Uqcr101",1.55674236706241e-08,0.51977957412855,0.801,0.644,0.000391193789419114,"Adipocytes","Uqcr10"
"Rps3a12",1.81751830973385e-08,0.269615712349517,0.992,0.99,0.000456724176053018,"Adipocytes","Rps3a1"
"Eif3f1",1.83293080703056e-08,0.380346571045117,0.873,0.723,0.000460597182498708,"Adipocytes","Eif3f"
"Cd2ap2",1.93508676476063e-08,0.428996094852558,0.597,0.383,0.000486267953116699,"Adipocytes","Cd2ap"
"Vmp11",2.15171065385376e-08,0.646201505295091,0.47,0.294,0.000540703370206912,"Adipocytes","Vmp1"
"Uqcrc12",2.22599783990008e-08,0.677342731412047,0.475,0.301,0.000559370997188491,"Adipocytes","Uqcrc1"
"Ptov11",2.3269649140755e-08,0.796116150138304,0.335,0.188,0.000584743013258032,"Adipocytes","Ptov1"
"Pnkd2",2.33000217073599e-08,0.65289736542313,0.352,0.196,0.000585506245484248,"Adipocytes","Pnkd"
"Nop582",2.33547988946918e-08,0.696189463809773,0.415,0.251,0.000586882741424709,"Adipocytes","Nop58"
"Nckap12",2.48914200315267e-08,0.91729801281918,0.258,0.131,0.000625496493972235,"Adipocytes","Nckap1"
"Tax1bp31",2.65864848455908e-08,0.771110196104807,0.267,0.133,0.00066809177768485,"Adipocytes","Tax1bp3"
"Eef1d1",2.8062241455477e-08,0.386901090444681,0.742,0.531,0.000705176065534682,"Adipocytes","Eef1d"
"Romo12",3.09338374434395e-08,0.527193938917449,0.619,0.427,0.000777336401116192,"Adipocytes","Romo1"
"Tmem592",3.10913529521623e-08,0.415051554905451,0.89,0.728,0.000781294608334885,"Adipocytes","Tmem59"
"Prxl2c1",3.22174713958751e-08,0.829732010108836,0.305,0.161,0.000809592838706945,"Adipocytes","Prxl2c"
"Rpl52",3.27406579859385e-08,0.284189303239337,0.979,0.959,0.000822739994528649,"Adipocytes","Rpl5"
"2900097C17Rik1",3.37432239791192e-08,0.796811924527892,0.441,0.277,0.000847933475371286,"Adipocytes","2900097C17Rik"
"Hmgn32",3.72450263738948e-08,0.356017475505651,0.521,0.305,0.000935930267749603,"Adipocytes","Hmgn3"
"4931406C07Rik",3.80574017638604e-08,0.630393132248072,0.254,0.127,0.000956344448924049,"Adipocytes","4931406C07Rik"
"Rps252",4.27193823792803e-08,0.253131793915623,0.987,0.981,0.00107349535980893,"Adipocytes","Rps25"
"Tsen341",6.44044503910894e-08,0.831218545406246,0.288,0.154,0.00161841943387769,"Adipocytes","Tsen34"
"Ctnnd12",6.60061417207645e-08,0.635968429865959,0.331,0.181,0.00165866833530109,"Adipocytes","Ctnnd1"
"Ddi2",6.83384619754808e-08,0.893074245946527,0.318,0.176,0.00171727721098186,"Adipocytes","Ddi2"
"Fkbp42",7.73070695381361e-08,0.563815308774488,0.492,0.307,0.00194264935042382,"Adipocytes","Fkbp4"
"Mbd32",8.66114969129087e-08,0.841098037471509,0.373,0.227,0.00217646030592448,"Adipocytes","Mbd3"
"Prdx21",9.41925597162579e-08,0.409920292032278,0.767,0.563,0.00236696483310985,"Adipocytes","Prdx2"
"Mrpl141",9.50045175467137e-08,0.548520959851168,0.466,0.297,0.00238736852143137,"Adipocytes","Mrpl14"
"Rpl92",1.02873302126478e-07,0.275679595847165,0.992,0.991,0.00258510320913626,"Adipocytes","Rpl9"
"Rps4x2",1.03716542732526e-07,0.300217659090359,0.992,0.978,0.00260629300232565,"Adipocytes","Rps4x"
"Mpp61",1.04999304782369e-07,0.665825371116167,0.305,0.164,0.00263852752987616,"Adipocytes","Mpp6"
"Rack12",1.06940063640691e-07,0.311627920230059,0.966,0.945,0.00268729685922692,"Adipocytes","Rack1"
"Impdh22",1.15027178468361e-07,0.747499548384384,0.343,0.195,0.00289051796773144,"Adipocytes","Impdh2"
"Trim441",1.19395551789967e-07,0.608131949580079,0.432,0.269,0.00300029082093009,"Adipocytes","Trim44"
"Lamp22",1.28879427577715e-07,0.404609620965464,0.682,0.448,0.00323861113560039,"Adipocytes","Lamp2"
"Tm2d31",1.41884942311482e-07,0.746002685397085,0.297,0.158,0.00356542671534524,"Adipocytes","Tm2d3"
"Cdk61",1.45552536625254e-07,0.63659540382382,0.25,0.123,0.00365758969285602,"Adipocytes","Cdk6"
"Psmb41",1.47258275459044e-07,0.443391960875927,0.669,0.472,0.00370045320401033,"Adipocytes","Psmb4"
"Hpgd2",1.48162009476839e-07,0.529927713059466,0.301,0.164,0.00372316313614349,"Adipocytes","Hpgd"
"Nfic2",1.60404981604562e-07,0.549074513957765,0.436,0.27,0.00403081678274103,"Adipocytes","Nfic"
"Mrpl521",1.66602996929737e-07,0.358726748952641,0.695,0.49,0.00418656670984735,"Adipocytes","Mrpl52"
"Syne22",1.7331861458139e-07,0.687638593548344,0.339,0.194,0.00435532346581576,"Adipocytes","Syne2"
"Exosc71",1.7626424705069e-07,0.758633496441778,0.275,0.147,0.0044293442641368,"Adipocytes","Exosc7"
"Fam173a",1.92598045800389e-07,0.493017716352059,0.436,0.267,0.00483979629291799,"Adipocytes","Fam173a"
"mt-Co21",1.97305155745642e-07,0.305217591779095,0.996,0.994,0.00495808125873223,"Adipocytes","mt-Co2"
"Pigyl",2.05472404232695e-07,1.02018541335276,0.267,0.145,0.00516331604596339,"Adipocytes","Pigyl"
"Uchl31",2.19287635159725e-07,0.68584599286868,0.305,0.167,0.00551047898392873,"Adipocytes","Uchl3"
"Sppl2a1",2.2138411038433e-07,0.381894779737234,0.466,0.286,0.00556316130984782,"Adipocytes","Sppl2a"
"Klf42",2.2546549746804e-07,0.397283602796114,0.483,0.31,0.00566572248587439,"Adipocytes","Klf4"
"Kdelr11",2.55968787144644e-07,0.635571244396937,0.436,0.27,0.00643223965215777,"Adipocytes","Kdelr1"
"Ndufs31",2.61444530102809e-07,0.64222224104056,0.47,0.308,0.00656983959695349,"Adipocytes","Ndufs3"
"Uqcrb1",2.73395356715565e-07,0.464408594713701,0.809,0.672,0.00687015191890545,"Adipocytes","Uqcrb"
